mode,n_samples,z_seed,rep,n_questions,concept_accuracy
sample_y,10,3,1,20,0.8571428571428571
sample_y,10,3,2,8,1.0
sample_y,10,3,3,8,1.0
sample_y,10,3,4,11,1.0
sample_y,10,4,0,12,1.0
sample_y,10,4,1,16,1.0
sample_y,10,4,2,22,1.0
sample_y,10,4,3,12,1.0
sample_y,10,4,4,17,1.0
sample_y,10,5,0,18,1.0
sample_y,10,5,1,12,1.0
sample_y,10,5,2,10,1.0
sample_y,10,5,3,10,1.0
sample_y,10,5,4,15,1.0
sample_y,10,6,0,26,1.0
sample_y,10,6,1,26,0.8571428571428571
sample_y,10,6,2,18,1.0
sample_y,10,6,3,23,1.0
sample_y,10,6,4,18,1.0
sample_y,10,7,0,16,1.0
sample_y,10,7,1,30,1.0
sample_y,10,7,2,19,1.0
sample_y,10,7,3,15,1.0
sample_y,10,7,4,27,0.8571428571428571
sample_y,10,8,0,19,1.0
sample_y,10,8,1,12,1.0
sample_y,10,8,2,19,1.0
sample_y,10,8,3,29,0.8571428571428571
sample_y,10,8,4,16,0.8571428571428571
sample_y,10,9,0,12,1.0
sample_y,10,9,1,19,1.0
sample_y,10,9,2,15,1.0
sample_y,10,9,3,25,1.0
sample_y,10,9,4,20,1.0
sample_y,10,10,0,16,1.0
sample_y,10,10,1,25,0.8571428571428571
sample_y,10,10,2,27,0.8571428571428571
sample_y,10,10,3,17,0.7142857142857143
sample_y,10,10,4,13,1.0
sample_y,10,11,0,11,1.0
sample_y,10,11,1,18,1.0
sample_y,10,11,2,22,1.0
sample_y,10,11,3,19,1.0
sample_y,10,11,4,11,1.0
sample_y,10,12,0,14,0.8571428571428571
sample_y,10,12,1,30,1.0
sample_y,10,12,2,28,1.0
sample_y,10,12,3,25,1.0
sample_y,10,12,4,28,1.0
sample_y,10,13,0,17,1.0
sample_y,10,13,1,11,1.0
sample_y,10,13,2,23,1.0
sample_y,10,13,3,18,1.0
sample_y,10,13,4,12,1.0
sample_y,10,14,0,18,1.0
sample_y,10,14,1,15,1.0
sample_y,10,14,2,18,1.0
sample_y,10,14,3,28,1.0
sample_y,10,14,4,21,1.0
sample_y,10,15,0,12,0.8571428571428571
sample_y,10,15,1,22,1.0
sample_y,10,15,2,20,0.7142857142857143
sample_y,10,15,3,21,1.0
sample_y,10,15,4,14,1.0
sample_y,10,16,0,23,1.0
sample_y,10,16,1,16,0.8571428571428571
sample_y,10,16,2,22,1.0
sample_y,10,16,3,19,1.0
sample_y,10,16,4,11,0.8571428571428571
sample_y,10,17,0,22,1.0
sample_y,10,17,1,26,1.0
sample_y,10,17,2,21,1.0
sample_y,10,17,3,22,1.0
sample_y,10,17,4,23,1.0
sample_y,10,18,0,27,1.0
sample_y,10,18,1,22,1.0
sample_y,10,18,2,22,1.0
sample_y,10,18,3,26,1.0
sample_y,10,18,4,30,1.0
sample_y,10,19,0,10,1.0
sample_y,10,19,1,11,1.0
sample_y,10,19,2,6,0.5714285714285714
sample_y,10,19,3,10,1.0
sample_y,10,19,4,13,1.0
sample_y,10,20,0,19,1.0
sample_y,10,20,1,30,1.0
sample_y,10,20,2,15,1.0
sample_y,10,20,3,17,1.0
sample_y,10,20,4,30,1.0
sample_y,10,21,0,14,1.0
sample_y,10,21,1,28,0.8571428571428571
sample_y,10,21,2,22,1.0
sample_y,10,21,3,16,1.0
sample_y,10,21,4,17,0.42857142857142855
sample_y,10,22,0,21,1.0
sample_y,10,22,1,22,0.8571428571428571
sample_y,10,22,2,30,1.0
sample_y,10,22,3,15,1.0
sample_y,10,22,4,26,1.0
sample_y,10,23,0,27,1.0
sample_y,10,23,1,15,1.0
sample_y,10,23,2,13,1.0
sample_y,10,23,3,13,1.0
sample_y,10,23,4,14,1.0
sample_y,10,24,0,15,1.0
sample_y,10,24,1,16,1.0
sample_y,10,24,2,14,1.0
sample_y,10,24,3,18,1.0
sample_y,10,24,4,17,0.8571428571428571
sample_y,10,25,0,17,1.0
sample_y,10,25,1,14,1.0
sample_y,10,25,2,21,0.8571428571428571
sample_y,10,25,3,17,1.0
sample_y,10,25,4,27,1.0
sample_y,10,26,0,29,1.0
sample_y,10,26,1,28,0.7142857142857143
sample_y,10,26,2,20,1.0
sample_y,10,26,3,21,1.0
sample_y,10,26,4,27,0.8571428571428571
sample_y,10,27,0,14,1.0
sample_y,10,27,1,25,1.0
sample_y,10,27,2,14,1.0
sample_y,10,27,3,13,1.0
sample_y,10,27,4,23,1.0
sample_y,10,28,0,14,1.0
sample_y,10,28,1,15,1.0
sample_y,10,28,2,17,1.0
sample_y,10,28,3,21,1.0
sample_y,10,28,4,26,1.0
sample_y,10,29,0,19,1.0
sample_y,10,29,1,18,0.8571428571428571
sample_y,10,29,2,30,1.0
sample_y,10,29,3,28,1.0
sample_y,10,29,4,28,0.8571428571428571
sample_y,10,30,0,22,1.0
sample_y,10,30,1,19,0.8571428571428571
sample_y,10,30,2,21,1.0
sample_y,10,30,3,23,1.0
sample_y,10,30,4,16,1.0
sample_y,10,31,0,30,0.7142857142857143
sample_y,10,31,1,30,1.0
sample_y,10,31,2,18,1.0
sample_y,10,31,3,23,1.0
sample_y,10,31,4,30,1.0
sample_y,10,32,0,27,1.0
sample_y,10,32,1,19,1.0
sample_y,10,32,2,30,0.8571428571428571
sample_y,10,32,3,27,0.8571428571428571
sample_y,10,32,4,16,1.0
sample_y,10,33,0,30,1.0
sample_y,10,33,1,17,0.8571428571428571
sample_y,10,33,2,13,1.0
sample_y,10,33,3,14,1.0
sample_y,10,33,4,11,1.0
sample_y,10,34,0,19,0.8571428571428571
sample_y,10,34,1,29,0.8571428571428571
sample_y,10,34,2,29,0.7142857142857143
sample_y,10,34,3,26,0.8571428571428571
sample_y,10,34,4,26,0.8571428571428571
sample_y,10,35,0,15,1.0
sample_y,10,35,1,16,1.0
sample_y,10,35,2,18,1.0
sample_y,10,35,3,26,1.0
sample_y,10,35,4,20,1.0
sample_y,10,36,0,28,1.0
sample_y,10,36,1,27,1.0
sample_y,10,36,2,22,1.0
sample_y,10,36,3,21,1.0
sample_y,10,36,4,23,1.0
sample_y,10,37,0,22,1.0
sample_y,10,37,1,16,1.0
sample_y,10,37,2,18,1.0
sample_y,10,37,3,19,1.0
sample_y,10,37,4,24,0.8571428571428571
sample_y,10,38,0,17,1.0
sample_y,10,38,1,18,1.0
sample_y,10,38,2,15,1.0
sample_y,10,38,3,21,1.0
sample_y,10,38,4,17,1.0
sample_y,10,39,0,15,1.0
sample_y,10,39,1,19,1.0
sample_y,10,39,2,21,1.0
sample_y,10,39,3,24,1.0
sample_y,10,39,4,15,1.0
sample_y,10,40,0,16,1.0
sample_y,10,40,1,29,0.8571428571428571
sample_y,10,40,2,15,1.0
sample_y,10,40,3,18,1.0
sample_y,10,40,4,21,1.0
sample_y,10,41,0,16,1.0
sample_y,10,41,1,21,1.0
sample_y,10,41,2,28,0.8571428571428571
sample_y,10,41,3,15,1.0
sample_y,10,41,4,16,1.0
sample_y,10,42,0,23,1.0
sample_y,10,42,1,22,1.0
sample_y,10,42,2,16,1.0
sample_y,10,42,3,20,1.0
sample_y,10,42,4,17,1.0
sample_y,10,43,0,24,1.0
sample_y,10,43,1,29,1.0
sample_y,10,43,2,28,0.7142857142857143
sample_y,10,43,3,22,0.8571428571428571
sample_y,10,43,4,22,1.0
sample_y,10,44,0,22,1.0
sample_y,10,44,1,18,1.0
sample_y,10,44,2,25,0.8571428571428571
sample_y,10,44,3,25,1.0
sample_y,10,44,4,26,1.0
sample_y,10,45,0,17,1.0
sample_y,10,45,1,22,1.0
sample_y,10,45,2,24,1.0
sample_y,10,45,3,25,0.8571428571428571
sample_y,10,45,4,20,1.0
sample_y,10,46,0,15,1.0
sample_y,10,46,1,19,1.0
sample_y,10,46,2,20,1.0
sample_y,10,46,3,20,1.0
sample_y,10,46,4,23,1.0
sample_y,10,47,0,16,1.0
sample_y,10,47,1,20,1.0
sample_y,10,47,2,29,0.8571428571428571
sample_y,10,47,3,25,0.8571428571428571
sample_y,10,47,4,26,0.8571428571428571
sample_y,10,48,0,16,1.0
sample_y,10,48,1,28,1.0
sample_y,10,48,2,28,0.7142857142857143
sample_y,10,48,3,15,1.0
sample_y,10,48,4,16,0.8571428571428571
sample_y,10,49,0,21,1.0
sample_y,10,49,1,14,1.0
sample_y,10,49,2,20,1.0
sample_y,10,49,3,20,1.0
sample_y,10,49,4,18,1.0
sample_y,30,0,0,19,1.0
sample_y,30,0,1,15,1.0
sample_y,30,0,2,15,0.8571428571428571
sample_y,30,0,3,9,1.0
sample_y,30,0,4,25,1.0
sample_y,30,1,0,17,1.0
sample_y,30,1,1,20,1.0
sample_y,30,1,2,15,1.0
sample_y,30,1,3,17,1.0
sample_y,30,1,4,20,1.0
sample_y,30,2,0,15,1.0
sample_y,30,2,1,13,1.0
sample_y,30,2,2,17,1.0
sample_y,30,2,3,30,1.0
sample_y,30,2,4,15,1.0
sample_y,30,3,0,11,1.0
sample_y,30,3,1,11,1.0
sample_y,30,3,2,14,1.0
sample_y,30,3,3,11,1.0
sample_y,30,3,4,14,1.0
sample_y,30,4,0,15,1.0
sample_y,30,4,1,13,1.0
sample_y,30,4,2,18,1.0
sample_y,30,4,3,7,0.7142857142857143
sample_y,30,4,4,19,0.7142857142857143
sample_y,30,5,0,22,1.0
sample_y,30,5,1,13,1.0
sample_y,30,5,2,10,1.0
sample_y,30,5,3,21,0.7142857142857143
sample_y,30,5,4,10,1.0
sample_y,30,6,0,13,0.8571428571428571
sample_y,30,6,1,22,1.0
sample_y,30,6,2,20,1.0
sample_y,30,6,3,24,1.0
sample_y,30,6,4,29,0.8571428571428571
sample_y,30,7,0,14,1.0
sample_y,30,7,1,17,1.0
sample_y,30,7,2,18,1.0
sample_y,30,7,3,30,1.0
sample_y,30,7,4,14,1.0
sample_y,30,8,0,24,1.0
sample_y,30,8,1,11,1.0
sample_y,30,8,2,15,1.0
sample_y,30,8,3,18,1.0
sample_y,30,8,4,22,0.8571428571428571
sample_y,30,9,0,27,0.8571428571428571
sample_y,30,9,1,20,1.0
sample_y,30,9,2,23,0.8571428571428571
sample_y,30,9,3,11,1.0
sample_y,30,9,4,14,1.0
sample_y,30,10,0,19,1.0
sample_y,30,10,1,14,1.0
sample_y,30,10,2,18,1.0
sample_y,30,10,3,22,1.0
sample_y,30,10,4,13,1.0
sample_y,30,11,0,20,1.0
sample_y,30,11,1,17,0.8571428571428571
sample_y,30,11,2,19,0.8571428571428571
sample_y,30,11,3,16,1.0
sample_y,30,11,4,13,1.0
sample_y,30,12,0,28,1.0
sample_y,30,12,1,21,0.8571428571428571
sample_y,30,12,2,20,1.0
sample_y,30,12,3,16,1.0
sample_y,30,12,4,17,1.0
sample_y,30,13,0,17,1.0
sample_y,30,13,1,11,1.0
sample_y,30,13,2,19,0.8571428571428571
sample_y,30,13,3,14,1.0
sample_y,30,13,4,21,1.0
sample_y,30,14,0,19,1.0
sample_y,30,14,1,19,1.0
sample_y,30,14,2,24,1.0
sample_y,30,14,3,23,1.0
sample_y,30,14,4,25,1.0
sample_y,30,15,0,16,1.0
sample_y,30,15,1,16,1.0
sample_y,30,15,2,22,0.8571428571428571
sample_y,30,15,3,20,1.0
sample_y,30,15,4,21,1.0
sample_y,30,16,0,25,0.8571428571428571
sample_y,30,16,1,30,1.0
sample_y,30,16,2,27,0.8571428571428571
sample_y,30,16,3,19,1.0
sample_y,30,16,4,29,1.0
sample_y,30,17,0,24,1.0
sample_y,30,17,1,22,0.8571428571428571
sample_y,30,17,2,23,1.0
sample_y,30,17,3,30,0.8571428571428571
sample_y,30,17,4,14,1.0
sample_y,30,18,0,28,0.8571428571428571
sample_y,30,18,1,19,0.8571428571428571
sample_y,30,18,2,21,1.0
sample_y,30,18,3,30,1.0
sample_y,30,18,4,19,1.0
sample_y,30,19,0,17,1.0
sample_y,30,19,1,13,0.8571428571428571
sample_y,30,19,2,24,1.0
sample_y,30,19,3,27,1.0
sample_y,30,19,4,12,1.0
sample_y,30,20,0,12,1.0
sample_y,30,20,1,17,1.0
sample_y,30,20,2,21,0.8571428571428571
sample_y,30,20,3,22,0.8571428571428571
sample_y,30,20,4,21,1.0
sample_y,30,21,0,13,1.0
sample_y,30,21,1,13,1.0
sample_y,30,21,2,13,1.0
sample_y,30,21,3,17,1.0
sample_y,30,21,4,18,1.0
sample_y,30,22,0,19,0.8571428571428571
sample_y,30,22,1,30,0.8571428571428571
sample_y,30,22,2,21,1.0
sample_y,30,22,3,25,0.8571428571428571
sample_y,30,22,4,18,1.0
sample_y,30,23,0,20,1.0
sample_y,30,23,1,15,1.0
sample_y,30,23,2,12,1.0
sample_y,30,23,3,13,1.0
sample_y,30,23,4,12,1.0
sample_y,30,24,0,18,0.8571428571428571
sample_y,30,24,1,18,1.0
sample_y,30,24,2,25,1.0
sample_y,30,24,3,16,1.0
sample_y,30,24,4,21,1.0
sample_y,30,25,0,16,1.0
sample_y,30,25,1,16,1.0
sample_y,30,25,2,15,1.0
sample_y,30,25,3,26,1.0
sample_y,30,25,4,16,1.0
sample_y,30,26,0,17,1.0
sample_y,30,26,1,18,1.0
sample_y,30,26,2,26,1.0
sample_y,30,26,3,30,0.7142857142857143
sample_y,30,26,4,17,1.0
sample_y,30,27,0,19,1.0
sample_y,30,27,1,17,1.0
sample_y,30,27,2,16,1.0
sample_y,30,27,3,18,1.0
sample_y,30,27,4,28,1.0
sample_y,30,28,0,22,1.0
sample_y,30,28,1,25,1.0
sample_y,30,28,2,24,1.0
sample_y,30,28,3,15,1.0
sample_y,30,28,4,26,0.8571428571428571
sample_y,30,29,0,22,0.8571428571428571
sample_y,30,29,1,18,1.0
sample_y,30,29,2,15,1.0
sample_y,30,29,3,20,1.0
sample_y,30,29,4,20,1.0
sample_y,30,30,0,26,0.8571428571428571
sample_y,30,30,1,27,1.0
sample_y,30,30,2,19,1.0
sample_y,30,30,3,19,1.0
sample_y,30,30,4,24,1.0
sample_y,30,31,0,26,1.0
sample_y,30,31,1,18,1.0
sample_y,30,31,2,16,1.0
sample_y,30,31,3,20,1.0
sample_y,30,31,4,19,1.0
sample_y,30,32,0,14,0.8571428571428571
sample_y,30,32,1,27,1.0
sample_y,30,32,2,30,0.8571428571428571
sample_y,30,32,3,30,0.8571428571428571
sample_y,30,32,4,20,1.0
sample_y,30,33,0,11,1.0
sample_y,30,33,1,15,1.0
sample_y,30,33,2,11,1.0
sample_y,30,33,3,11,1.0
sample_y,30,33,4,17,1.0
sample_y,30,34,0,19,1.0
sample_y,30,34,1,26,0.8571428571428571
sample_y,30,34,2,25,1.0
sample_y,30,34,3,23,1.0
sample_y,30,34,4,18,1.0
sample_y,30,35,0,14,1.0
sample_y,30,35,1,18,1.0
sample_y,30,35,2,22,0.5714285714285714
sample_y,30,35,3,15,1.0
sample_y,30,35,4,24,1.0
sample_y,30,36,0,19,0.8571428571428571
sample_y,30,36,1,16,1.0
sample_y,30,36,2,29,1.0
sample_y,30,36,3,29,0.8571428571428571
sample_y,30,36,4,22,1.0
sample_y,30,37,0,30,0.8571428571428571
sample_y,30,37,1,18,1.0
sample_y,30,37,2,18,1.0
sample_y,30,37,3,16,1.0
sample_y,30,37,4,29,0.8571428571428571
sample_y,30,38,0,21,1.0
sample_y,30,38,1,20,1.0
sample_y,30,38,2,28,0.8571428571428571
sample_y,30,38,3,18,1.0
sample_y,30,38,4,29,1.0
sample_y,30,39,0,23,1.0
sample_y,30,39,1,15,0.7142857142857143
sample_y,30,39,2,22,1.0
sample_y,30,39,3,16,1.0
sample_y,30,39,4,20,1.0
sample_y,30,40,0,16,1.0
sample_y,30,40,1,16,1.0
sample_y,30,40,2,13,1.0
sample_y,30,40,3,18,1.0
sample_y,30,40,4,25,1.0
sample_y,30,41,0,18,1.0
sample_y,30,41,1,30,0.8571428571428571
sample_y,30,41,2,25,1.0
sample_y,30,41,3,14,1.0
sample_y,30,41,4,26,0.8571428571428571
sample_y,30,42,0,30,0.5714285714285714
sample_y,30,42,1,14,1.0
sample_y,30,42,2,16,1.0
sample_y,30,42,3,25,1.0
sample_y,30,42,4,27,0.8571428571428571
sample_y,30,43,0,16,1.0
sample_y,30,43,1,20,0.8571428571428571
sample_y,30,43,2,21,1.0
sample_y,30,43,3,16,1.0
sample_y,30,43,4,22,1.0
sample_y,30,44,0,15,1.0
sample_y,30,44,1,13,1.0
sample_y,30,44,2,20,1.0
sample_y,30,44,3,14,1.0
sample_y,30,44,4,19,0.8571428571428571
sample_y,30,45,0,23,0.8571428571428571
sample_y,30,45,1,28,0.8571428571428571
sample_y,30,45,2,22,0.8571428571428571
sample_y,30,45,3,30,0.8571428571428571
sample_y,30,45,4,15,1.0
sample_y,30,46,0,17,1.0
sample_y,30,46,1,14,1.0
sample_y,30,46,2,26,0.8571428571428571
sample_y,30,46,3,17,1.0
sample_y,30,46,4,17,1.0
sample_y,30,47,0,16,1.0
sample_y,30,47,1,15,1.0
sample_y,30,47,2,24,1.0
sample_y,30,47,3,22,1.0
sample_y,30,47,4,30,0.7142857142857143
sample_y,30,48,0,20,1.0
sample_y,30,48,1,30,1.0
sample_y,30,48,2,21,1.0
sample_y,30,48,3,23,1.0
sample_y,30,48,4,18,1.0
sample_y,30,49,0,14,1.0
sample_y,30,49,1,14,1.0
sample_y,30,49,2,14,1.0
sample_y,30,49,3,14,1.0
sample_y,30,49,4,14,1.0
sample_y,100,0,0,10,1.0
sample_y,100,0,1,12,0.8571428571428571
sample_y,100,0,2,9,1.0
sample_y,100,0,3,12,1.0
sample_y,100,0,4,13,1.0
sample_y,100,1,0,19,1.0
sample_y,100,1,1,12,1.0
sample_y,100,1,2,22,1.0
sample_y,100,1,3,13,1.0
sample_y,100,1,4,15,1.0
sample_y,100,2,0,25,1.0
sample_y,100,2,1,30,1.0
sample_y,100,2,2,30,1.0
sample_y,100,2,3,10,0.8571428571428571
sample_y,100,2,4,17,0.8571428571428571
sample_y,100,3,0,16,1.0
sample_y,100,3,1,18,1.0
sample_y,100,3,2,9,1.0
sample_y,100,3,3,21,1.0
sample_y,100,3,4,11,1.0
sample_y,100,4,0,18,0.8571428571428571
sample_y,100,4,1,27,1.0
sample_y,100,4,2,11,1.0
sample_y,100,4,3,13,1.0
sample_y,100,4,4,15,1.0
sample_y,100,5,0,11,0.8571428571428571
sample_y,100,5,1,20,1.0
sample_y,100,5,2,15,1.0
sample_y,100,5,3,13,1.0
sample_y,100,5,4,13,1.0
sample_y,100,6,0,30,0.8571428571428571
sample_y,100,6,1,30,1.0
sample_y,100,6,2,22,1.0
sample_y,100,6,3,28,1.0
sample_y,100,6,4,30,1.0
sample_y,100,7,0,16,1.0
sample_y,100,7,1,14,1.0
sample_y,100,7,2,24,1.0
sample_y,100,7,3,30,0.8571428571428571
sample_y,100,7,4,14,1.0
sample_y,100,8,0,13,1.0
sample_y,100,8,1,15,1.0
sample_y,100,8,2,26,1.0
sample_y,100,8,3,13,1.0
sample_y,100,8,4,19,1.0
sample_y,100,9,0,19,1.0
sample_y,100,9,1,19,1.0
sample_y,100,9,2,25,1.0
sample_y,100,9,3,25,1.0
sample_y,100,9,4,12,1.0
sample_y,100,10,0,19,1.0
sample_y,100,10,1,15,1.0
sample_y,100,10,2,18,1.0
sample_y,100,10,3,19,1.0
sample_y,100,10,4,14,1.0
sample_y,100,11,0,15,0.8571428571428571
sample_y,100,11,1,15,1.0
sample_y,100,11,2,10,1.0
sample_y,100,11,3,17,1.0
sample_y,100,11,4,27,1.0
sample_y,100,12,0,22,1.0
sample_y,100,12,1,30,1.0
sample_y,100,12,2,30,0.8571428571428571
sample_y,100,12,3,14,1.0
sample_y,100,12,4,16,1.0
sample_y,100,13,0,11,1.0
sample_y,100,13,1,21,1.0
sample_y,100,13,2,24,0.8571428571428571
sample_y,100,13,3,16,1.0
sample_y,100,13,4,13,1.0
sample_y,100,14,0,30,0.8571428571428571
sample_y,100,14,1,25,1.0
sample_y,100,14,2,16,1.0
sample_y,100,14,3,23,1.0
sample_y,100,14,4,22,1.0
sample_y,100,15,0,11,0.8571428571428571
sample_y,100,15,1,29,0.8571428571428571
sample_y,100,15,2,22,0.8571428571428571
sample_y,100,15,3,14,0.7142857142857143
sample_y,100,15,4,13,1.0
sample_y,100,16,0,29,1.0
sample_y,100,16,1,13,0.8571428571428571
sample_y,100,16,2,16,1.0
sample_y,100,16,3,17,1.0
sample_y,100,16,4,18,1.0
sample_y,100,17,0,30,1.0
sample_y,100,17,1,17,1.0
sample_y,100,17,2,20,1.0
sample_y,100,17,3,28,1.0
sample_y,100,17,4,27,1.0
sample_y,100,18,0,22,0.8571428571428571
sample_y,100,18,1,20,1.0
sample_y,100,18,2,21,1.0
sample_y,100,18,3,19,1.0
sample_y,100,18,4,30,1.0
sample_y,100,19,0,13,1.0
sample_y,100,19,1,15,1.0
sample_y,100,19,2,21,0.8571428571428571
sample_y,100,19,3,20,0.8571428571428571
sample_y,100,19,4,13,1.0
sample_y,100,20,0,16,1.0
sample_y,100,20,1,19,1.0
sample_y,100,20,2,19,1.0
sample_y,100,20,3,25,1.0
sample_y,100,20,4,13,1.0
sample_y,100,21,0,11,1.0
sample_y,100,21,1,28,1.0
sample_y,100,21,2,28,0.8571428571428571
sample_y,100,21,3,14,1.0
sample_y,100,21,4,16,1.0
sample_y,100,22,0,19,1.0
sample_y,100,22,1,28,0.8571428571428571
sample_y,100,22,2,20,1.0
sample_y,100,22,3,10,0.8571428571428571
sample_y,100,22,4,20,1.0
sample_y,100,23,0,19,0.8571428571428571
sample_y,100,23,1,14,1.0
sample_y,100,23,2,16,1.0
sample_y,100,23,3,11,1.0
sample_y,100,23,4,11,1.0
sample_y,100,24,0,30,0.8571428571428571
sample_y,100,24,1,22,1.0
sample_y,100,24,2,15,1.0
sample_y,100,24,3,15,1.0
sample_y,100,24,4,17,1.0
sample_y,100,25,0,23,1.0
sample_y,100,25,1,15,0.8571428571428571
sample_y,100,25,2,30,0.8571428571428571
sample_y,100,25,3,15,1.0
sample_y,100,25,4,24,1.0
sample_y,100,26,0,28,1.0
sample_y,100,26,1,19,1.0
sample_y,100,26,2,18,1.0
sample_y,100,26,3,30,0.7142857142857143
sample_y,100,26,4,18,1.0
sample_y,100,27,0,16,1.0
sample_y,100,27,1,17,1.0
sample_y,100,27,2,22,1.0
sample_y,100,27,3,25,1.0
sample_y,100,27,4,16,1.0
sample_y,100,28,0,14,1.0
sample_y,100,28,1,26,0.8571428571428571
sample_y,100,28,2,27,1.0
sample_y,100,28,3,29,0.8571428571428571
sample_y,100,28,4,16,1.0
sample_y,100,29,0,17,1.0
sample_y,100,29,1,30,0.8571428571428571
sample_y,100,29,2,21,1.0
sample_y,100,29,3,21,1.0
sample_y,100,29,4,22,1.0
sample_y,100,30,0,19,1.0
sample_y,100,30,1,21,1.0
sample_y,100,30,2,22,1.0
sample_y,100,30,3,15,1.0
sample_y,100,30,4,29,0.8571428571428571
sample_y,100,31,0,14,0.7142857142857143
sample_y,100,31,1,20,1.0
sample_y,100,31,2,22,1.0
sample_y,100,31,3,21,1.0
sample_y,100,31,4,19,1.0
sample_y,100,32,0,21,0.8571428571428571
sample_y,100,32,1,20,1.0
sample_y,100,32,2,17,1.0
sample_y,100,32,3,22,1.0
sample_y,100,32,4,21,1.0
sample_y,100,33,0,14,1.0
sample_y,100,33,1,12,0.8571428571428571
sample_y,100,33,2,29,1.0
sample_y,100,33,3,21,1.0
sample_y,100,33,4,16,1.0
sample_y,100,34,0,18,1.0
sample_y,100,34,1,11,0.5714285714285714
sample_y,100,34,2,21,1.0
sample_y,100,34,3,13,1.0
sample_y,100,34,4,21,1.0
sample_y,100,35,0,22,1.0
sample_y,100,35,1,21,1.0
sample_y,100,35,2,25,0.7142857142857143
sample_y,100,35,3,24,0.8571428571428571
sample_y,100,35,4,10,0.7142857142857143
sample_y,100,36,0,21,1.0
sample_y,100,36,1,28,0.8571428571428571
sample_y,100,36,2,28,0.8571428571428571
sample_y,100,36,3,28,1.0
sample_y,100,36,4,16,1.0
sample_y,100,37,0,19,1.0
sample_y,100,37,1,22,0.8571428571428571
sample_y,100,37,2,16,1.0
sample_y,100,37,3,15,1.0
sample_y,100,37,4,15,0.8571428571428571
sample_y,100,38,0,21,1.0
sample_y,100,38,1,18,1.0
sample_y,100,38,2,21,1.0
sample_y,100,38,3,15,1.0
sample_y,100,38,4,17,1.0
sample_y,100,39,0,21,1.0
sample_y,100,39,1,30,0.8571428571428571
sample_y,100,39,2,20,1.0
sample_y,100,39,3,19,1.0
sample_y,100,39,4,25,1.0
sample_y,100,40,0,13,0.7142857142857143
sample_y,100,40,1,18,1.0
sample_y,100,40,2,20,1.0
sample_y,100,40,3,19,0.8571428571428571
sample_y,100,40,4,16,1.0
sample_y,100,41,0,20,0.8571428571428571
sample_y,100,41,1,14,1.0
sample_y,100,41,2,18,1.0
sample_y,100,41,3,21,1.0
sample_y,100,41,4,24,1.0
sample_y,100,42,0,20,0.8571428571428571
sample_y,100,42,1,19,1.0
sample_y,100,42,2,20,1.0
sample_y,100,42,3,30,1.0
sample_y,100,42,4,15,1.0
sample_y,100,43,0,30,0.8571428571428571
sample_y,100,43,1,27,0.8571428571428571
sample_y,100,43,2,19,1.0
sample_y,100,43,3,27,0.8571428571428571
sample_y,100,43,4,20,1.0
sample_y,100,44,0,22,0.8571428571428571
sample_y,100,44,1,16,1.0
sample_y,100,44,2,15,1.0
sample_y,100,44,3,15,1.0
sample_y,100,44,4,17,1.0
sample_y,100,45,0,28,1.0
sample_y,100,45,1,16,1.0
sample_y,100,45,2,27,1.0
sample_y,100,45,3,27,0.8571428571428571
sample_y,100,45,4,28,1.0
sample_y,100,46,0,26,0.8571428571428571
sample_y,100,46,1,23,0.7142857142857143
sample_y,100,46,2,24,0.8571428571428571
sample_y,100,46,3,16,1.0
sample_y,100,46,4,19,1.0
sample_y,100,47,0,14,1.0
sample_y,100,47,1,28,0.8571428571428571
sample_y,100,47,2,28,0.7142857142857143
sample_y,100,47,3,16,1.0
sample_y,100,47,4,14,1.0
sample_y,100,48,0,16,1.0
sample_y,100,48,1,19,1.0
sample_y,100,48,2,24,0.8571428571428571
sample_y,100,48,3,16,0.8571428571428571
sample_y,100,48,4,24,1.0
sample_y,100,49,0,24,0.8571428571428571
sample_y,100,49,1,14,1.0
sample_y,100,49,2,18,1.0
sample_y,100,49,3,14,1.0
sample_y,100,49,4,15,0.8571428571428571
sample_z,1,0,0,0,1.0
sample_z,1,0,1,0,1.0
sample_z,1,0,2,0,1.0
sample_z,1,0,3,0,1.0
sample_z,1,0,4,0,1.0
sample_z,1,1,0,0,0.8571428571428571
sample_z,1,1,1,0,0.8571428571428571
sample_z,1,1,2,0,0.8571428571428571
sample_z,1,1,3,0,0.8571428571428571
sample_z,1,1,4,0,0.8571428571428571
sample_z,1,2,0,0,0.8571428571428571
sample_z,1,2,1,0,0.8571428571428571
sample_z,1,2,2,0,0.8571428571428571
sample_z,1,2,3,0,0.8571428571428571
sample_z,1,2,4,0,0.8571428571428571
sample_z,1,3,0,0,0.8571428571428571
sample_z,1,3,1,0,0.8571428571428571
sample_z,1,3,2,0,0.8571428571428571
sample_z,1,3,3,0,0.8571428571428571
sample_z,1,3,4,0,0.8571428571428571
sample_z,1,4,0,0,0.7142857142857143
sample_z,1,4,1,0,0.7142857142857143
sample_z,1,4,2,0,0.7142857142857143
sample_z,1,4,3,0,0.7142857142857143
sample_z,1,4,4,0,0.7142857142857143
sample_z,1,5,0,0,0.7142857142857143
sample_z,1,5,1,0,0.7142857142857143
sample_z,1,5,2,0,0.7142857142857143
sample_z,1,5,3,0,0.7142857142857143
sample_z,1,5,4,0,0.7142857142857143
sample_z,1,6,0,0,0.7142857142857143
sample_z,1,6,1,0,0.7142857142857143
