mode,n_samples,z_seed,rep,n_questions,concept_accuracy
sample_z,1,6,2,0,0.7142857142857143
sample_z,1,6,3,0,0.7142857142857143
sample_z,1,6,4,0,0.7142857142857143
sample_z,1,7,0,0,0.7142857142857143
sample_z,1,7,1,0,0.7142857142857143
sample_z,1,7,2,0,0.7142857142857143
sample_z,1,7,3,0,0.7142857142857143
sample_z,1,7,4,0,0.7142857142857143
sample_z,1,8,0,0,0.7142857142857143
sample_z,1,8,1,0,0.7142857142857143
sample_z,1,8,2,0,0.7142857142857143
sample_z,1,8,3,0,0.7142857142857143
sample_z,1,8,4,0,0.7142857142857143
sample_z,1,9,0,0,0.7142857142857143
sample_z,1,9,1,0,0.7142857142857143
sample_z,1,9,2,0,0.7142857142857143
sample_z,1,9,3,0,0.7142857142857143
sample_z,1,9,4,0,0.7142857142857143
sample_z,1,10,0,0,0.7142857142857143
sample_z,1,10,1,0,0.7142857142857143
sample_z,1,10,2,0,0.7142857142857143
sample_z,1,10,3,0,0.7142857142857143
sample_z,1,10,4,0,0.7142857142857143
sample_z,1,11,0,0,0.5714285714285714
sample_z,1,11,1,0,0.5714285714285714
sample_z,1,11,2,0,0.5714285714285714
sample_z,1,11,3,0,0.5714285714285714
sample_z,1,11,4,0,0.5714285714285714
sample_z,1,12,0,0,0.5714285714285714
sample_z,1,12,1,0,0.5714285714285714
sample_z,1,12,2,0,0.5714285714285714
sample_z,1,12,3,0,0.5714285714285714
sample_z,1,12,4,0,0.5714285714285714
sample_z,1,13,0,0,0.5714285714285714
sample_z,1,13,1,0,0.5714285714285714
sample_z,1,13,2,0,0.5714285714285714
sample_z,1,13,3,0,0.5714285714285714
sample_z,1,13,4,0,0.5714285714285714
sample_z,1,14,0,0,0.5714285714285714
sample_z,1,14,1,0,0.5714285714285714
sample_z,1,14,2,0,0.5714285714285714
sample_z,1,14,3,0,0.5714285714285714
sample_z,1,14,4,0,0.5714285714285714
sample_z,1,15,0,0,0.5714285714285714
sample_z,1,15,1,0,0.5714285714285714
sample_z,1,15,2,0,0.5714285714285714
sample_z,1,15,3,0,0.5714285714285714
sample_z,1,15,4,0,0.5714285714285714
sample_z,1,16,0,0,0.5714285714285714
sample_z,1,16,1,0,0.5714285714285714
sample_z,1,16,2,0,0.5714285714285714
sample_z,1,16,3,0,0.5714285714285714
sample_z,1,16,4,0,0.5714285714285714
sample_z,1,17,0,0,0.5714285714285714
sample_z,1,17,1,0,0.5714285714285714
sample_z,1,17,2,0,0.5714285714285714
sample_z,1,17,3,0,0.5714285714285714
sample_z,1,17,4,0,0.5714285714285714
sample_z,1,18,0,0,0.5714285714285714
sample_z,1,18,1,0,0.5714285714285714
sample_z,1,18,2,0,0.5714285714285714
sample_z,1,18,3,0,0.5714285714285714
sample_z,1,18,4,0,0.5714285714285714
sample_z,1,19,0,0,0.5714285714285714
sample_z,1,19,1,0,0.5714285714285714
sample_z,1,19,2,0,0.5714285714285714
sample_z,1,19,3,0,0.5714285714285714
sample_z,1,19,4,0,0.5714285714285714
sample_z,1,20,0,0,0.5714285714285714
sample_z,1,20,1,0,0.5714285714285714
sample_z,1,20,2,0,0.5714285714285714
sample_z,1,20,3,0,0.5714285714285714
sample_z,1,20,4,0,0.5714285714285714
sample_z,1,21,0,0,0.5714285714285714
sample_z,1,21,1,0,0.5714285714285714
sample_z,1,21,2,0,0.5714285714285714
sample_z,1,21,3,0,0.5714285714285714
sample_z,1,21,4,0,0.5714285714285714
sample_z,1,22,0,0,0.42857142857142855
sample_z,1,22,1,0,0.42857142857142855
sample_z,1,22,2,0,0.42857142857142855
sample_z,1,22,3,0,0.42857142857142855
sample_z,1,22,4,0,0.42857142857142855
sample_z,1,23,0,0,0.42857142857142855
sample_z,1,23,1,0,0.42857142857142855
sample_z,1,23,2,0,0.42857142857142855
sample_z,1,23,3,0,0.42857142857142855
sample_z,1,23,4,0,0.42857142857142855
sample_z,1,24,0,0,0.42857142857142855
sample_z,1,24,1,0,0.42857142857142855
sample_z,1,24,2,0,0.42857142857142855
sample_z,1,24,3,0,0.42857142857142855
sample_z,1,24,4,0,0.42857142857142855
sample_z,1,25,0,0,0.42857142857142855
sample_z,1,25,1,0,0.42857142857142855
sample_z,1,25,2,0,0.42857142857142855
sample_z,1,25,3,0,0.42857142857142855
sample_z,1,25,4,0,0.42857142857142855
sample_z,1,26,0,0,0.42857142857142855
sample_z,1,26,1,0,0.42857142857142855
sample_z,1,26,2,0,0.42857142857142855
sample_z,1,26,3,0,0.42857142857142855
sample_z,1,26,4,0,0.42857142857142855
sample_z,1,27,0,0,0.42857142857142855
sample_z,1,27,1,0,0.42857142857142855
sample_z,1,27,2,0,0.42857142857142855
sample_z,1,27,3,0,0.42857142857142855
sample_z,1,27,4,0,0.42857142857142855
sample_z,1,28,0,0,0.42857142857142855
sample_z,1,28,1,0,0.42857142857142855
sample_z,1,28,2,0,0.42857142857142855
sample_z,1,28,3,0,0.42857142857142855
sample_z,1,28,4,0,0.42857142857142855
sample_z,1,29,0,0,0.42857142857142855
sample_z,1,29,1,0,0.42857142857142855
sample_z,1,29,2,0,0.42857142857142855
sample_z,1,29,3,0,0.42857142857142855
sample_z,1,29,4,0,0.42857142857142855
sample_z,1,30,0,0,0.42857142857142855
sample_z,1,30,1,0,0.42857142857142855
sample_z,1,30,2,0,0.42857142857142855
sample_z,1,30,3,0,0.42857142857142855
sample_z,1,30,4,0,0.42857142857142855
sample_z,1,31,0,0,0.42857142857142855
sample_z,1,31,1,0,0.42857142857142855
sample_z,1,31,2,0,0.42857142857142855
sample_z,1,31,3,0,0.42857142857142855
sample_z,1,31,4,0,0.42857142857142855
sample_z,1,32,0,0,0.42857142857142855
sample_z,1,32,1,0,0.42857142857142855
sample_z,1,32,2,0,0.42857142857142855
sample_z,1,32,3,0,0.42857142857142855
sample_z,1,32,4,0,0.42857142857142855
sample_z,1,33,0,0,0.42857142857142855
sample_z,1,33,1,0,0.42857142857142855
sample_z,1,33,2,0,0.42857142857142855
sample_z,1,33,3,0,0.42857142857142855
sample_z,1,33,4,0,0.42857142857142855
sample_z,1,34,0,0,0.2857142857142857
sample_z,1,34,1,0,0.2857142857142857
sample_z,1,34,2,0,0.2857142857142857
sample_z,1,34,3,0,0.2857142857142857
sample_z,1,34,4,0,0.2857142857142857
sample_z,1,35,0,0,0.2857142857142857
sample_z,1,35,1,0,0.2857142857142857
sample_z,1,35,2,0,0.2857142857142857
sample_z,1,35,3,0,0.2857142857142857
sample_z,1,35,4,0,0.2857142857142857
sample_z,1,36,0,0,0.2857142857142857
sample_z,1,36,1,0,0.2857142857142857
sample_z,1,36,2,0,0.2857142857142857
sample_z,1,36,3,0,0.2857142857142857
sample_z,1,36,4,0,0.2857142857142857
sample_z,1,37,0,0,0.2857142857142857
sample_z,1,37,1,0,0.2857142857142857
sample_z,1,37,2,0,0.2857142857142857
sample_z,1,37,3,0,0.2857142857142857
sample_z,1,37,4,0,0.2857142857142857
sample_z,1,38,0,0,0.2857142857142857
sample_z,1,38,1,0,0.2857142857142857
sample_z,1,38,2,0,0.2857142857142857
sample_z,1,38,3,0,0.2857142857142857
sample_z,1,38,4,0,0.2857142857142857
sample_z,1,39,0,0,0.2857142857142857
sample_z,1,39,1,0,0.2857142857142857
sample_z,1,39,2,0,0.2857142857142857
sample_z,1,39,3,0,0.2857142857142857
sample_z,1,39,4,0,0.2857142857142857
sample_z,1,40,0,0,0.2857142857142857
sample_z,1,40,1,0,0.2857142857142857
sample_z,1,40,2,0,0.2857142857142857
sample_z,1,40,3,0,0.2857142857142857
sample_z,1,40,4,0,0.2857142857142857
sample_z,1,41,0,0,0.2857142857142857
sample_z,1,41,1,0,0.2857142857142857
sample_z,1,41,2,0,0.2857142857142857
sample_z,1,41,3,0,0.2857142857142857
sample_z,1,41,4,0,0.2857142857142857
sample_z,1,42,0,0,0.2857142857142857
sample_z,1,42,1,0,0.2857142857142857
sample_z,1,42,2,0,0.2857142857142857
sample_z,1,42,3,0,0.2857142857142857
sample_z,1,42,4,0,0.2857142857142857
sample_z,1,43,0,0,0.2857142857142857
sample_z,1,43,1,0,0.2857142857142857
sample_z,1,43,2,0,0.2857142857142857
sample_z,1,43,3,0,0.2857142857142857
sample_z,1,43,4,0,0.2857142857142857
sample_z,1,44,0,0,0.14285714285714285
sample_z,1,44,1,0,0.14285714285714285
sample_z,1,44,2,0,0.14285714285714285
sample_z,1,44,3,0,0.14285714285714285
sample_z,1,44,4,0,0.14285714285714285
sample_z,1,45,0,0,0.14285714285714285
sample_z,1,45,1,0,0.14285714285714285
sample_z,1,45,2,0,0.14285714285714285
sample_z,1,45,3,0,0.14285714285714285
sample_z,1,45,4,0,0.14285714285714285
sample_z,1,46,0,0,0.14285714285714285
sample_z,1,46,1,0,0.14285714285714285
sample_z,1,46,2,0,0.14285714285714285
sample_z,1,46,3,0,0.14285714285714285
sample_z,1,46,4,0,0.14285714285714285
sample_z,1,47,0,0,0.14285714285714285
sample_z,1,47,1,0,0.14285714285714285
sample_z,1,47,2,0,0.14285714285714285
sample_z,1,47,3,0,0.14285714285714285
sample_z,1,47,4,0,0.14285714285714285
sample_z,1,48,0,0,0.14285714285714285
sample_z,1,48,1,0,0.14285714285714285
sample_z,1,48,2,0,0.14285714285714285
sample_z,1,48,3,0,0.14285714285714285
sample_z,1,48,4,0,0.14285714285714285
sample_z,1,49,0,0,0.0
sample_z,1,49,1,0,0.0
sample_z,1,49,2,0,0.0
sample_z,1,49,3,0,0.0
sample_z,1,49,4,0,0.0
sample_z,3,0,0,15,1.0
sample_z,3,0,1,14,1.0
sample_z,3,0,2,9,1.0
sample_z,3,0,3,8,1.0
sample_z,3,0,4,20,1.0
sample_z,3,1,0,21,1.0
sample_z,3,1,1,13,1.0
sample_z,3,1,2,17,1.0
sample_z,3,1,3,9,1.0
sample_z,3,1,4,14,1.0
sample_z,3,2,0,22,1.0
sample_z,3,2,1,21,0.8571428571428571
sample_z,3,2,2,19,0.8571428571428571
sample_z,3,2,3,15,1.0
sample_z,3,2,4,13,1.0
sample_z,3,3,0,16,1.0
sample_z,3,3,1,12,1.0
sample_z,3,3,2,13,0.8571428571428571
sample_z,3,3,3,15,1.0
sample_z,3,3,4,18,1.0
sample_z,3,4,0,17,0.8571428571428571
sample_z,3,4,1,16,1.0
sample_z,3,4,2,30,0.5714285714285714
sample_z,3,4,3,12,1.0
sample_z,3,4,4,15,1.0
sample_z,3,5,0,19,1.0
sample_z,3,5,1,17,1.0
sample_z,3,5,2,22,1.0
sample_z,3,5,3,16,1.0
sample_z,3,5,4,13,1.0
sample_z,3,6,0,24,1.0
sample_z,3,6,1,22,1.0
sample_z,3,6,2,21,0.8571428571428571
sample_z,3,6,3,25,1.0
sample_z,3,6,4,13,0.8571428571428571
sample_z,3,7,0,23,1.0
sample_z,3,7,1,22,0.8571428571428571
sample_z,3,7,2,19,1.0
sample_z,3,7,3,15,1.0
sample_z,3,7,4,16,1.0
sample_z,3,8,0,15,1.0
sample_z,3,8,1,16,1.0
sample_z,3,8,2,18,1.0
sample_z,3,8,3,18,1.0
sample_z,3,8,4,17,1.0
sample_z,3,9,0,15,1.0
sample_z,3,9,1,19,1.0
sample_z,3,9,2,17,1.0
sample_z,3,9,3,14,1.0
sample_z,3,9,4,13,1.0
sample_z,3,10,0,16,1.0
sample_z,3,10,1,22,1.0
sample_z,3,10,2,17,1.0
sample_z,3,10,3,20,1.0
sample_z,3,10,4,26,1.0
sample_z,3,11,0,16,1.0
sample_z,3,11,1,18,1.0
sample_z,3,11,2,23,1.0
sample_z,3,11,3,11,1.0
sample_z,3,11,4,22,0.8571428571428571
sample_z,3,12,0,22,0.8571428571428571
sample_z,3,12,1,21,0.8571428571428571
sample_z,3,12,2,22,1.0
sample_z,3,12,3,29,1.0
sample_z,3,12,4,24,1.0
sample_z,3,13,0,20,1.0
sample_z,3,13,1,15,1.0
sample_z,3,13,2,23,1.0
sample_z,3,13,3,15,1.0
sample_z,3,13,4,15,1.0
sample_z,3,14,0,25,0.7142857142857143
sample_z,3,14,1,23,0.8571428571428571
sample_z,3,14,2,18,0.8571428571428571
sample_z,3,14,3,26,0.7142857142857143
sample_z,3,14,4,23,1.0
sample_z,3,15,0,13,1.0
sample_z,3,15,1,23,1.0
sample_z,3,15,2,19,0.8571428571428571
sample_z,3,15,3,18,1.0
sample_z,3,15,4,23,1.0
sample_z,3,16,0,23,0.7142857142857143
sample_z,3,16,1,24,1.0
sample_z,3,16,2,23,1.0
sample_z,3,16,3,19,1.0
sample_z,3,16,4,22,0.8571428571428571
sample_z,3,17,0,20,1.0
sample_z,3,17,1,16,1.0
sample_z,3,17,2,25,1.0
sample_z,3,17,3,28,1.0
sample_z,3,17,4,21,1.0
sample_z,3,18,0,20,0.8571428571428571
sample_z,3,18,1,27,1.0
sample_z,3,18,2,20,1.0
sample_z,3,18,3,19,1.0
sample_z,3,18,4,20,0.8571428571428571
sample_z,3,19,0,18,1.0
sample_z,3,19,1,17,0.8571428571428571
sample_z,3,19,2,22,1.0
sample_z,3,19,3,18,1.0
sample_z,3,19,4,22,1.0
sample_z,3,20,0,16,1.0
sample_z,3,20,1,14,1.0
sample_z,3,20,2,20,1.0
sample_z,3,20,3,21,0.8571428571428571
sample_z,3,20,4,12,1.0
sample_z,3,21,0,16,1.0
sample_z,3,21,1,22,1.0
sample_z,3,21,2,23,0.8571428571428571
sample_z,3,21,3,19,1.0
sample_z,3,21,4,22,1.0
sample_z,3,22,0,24,1.0
sample_z,3,22,1,20,1.0
sample_z,3,22,2,18,0.7142857142857143
sample_z,3,22,3,21,1.0
sample_z,3,22,4,22,1.0
sample_z,3,23,0,20,1.0
sample_z,3,23,1,18,1.0
sample_z,3,23,2,16,1.0
sample_z,3,23,3,18,1.0
sample_z,3,23,4,20,1.0
sample_z,3,24,0,22,1.0
sample_z,3,24,1,19,0.8571428571428571
sample_z,3,24,2,18,1.0
sample_z,3,24,3,19,1.0
sample_z,3,24,4,19,1.0
sample_z,3,25,0,23,1.0
sample_z,3,25,1,25,1.0
sample_z,3,25,2,18,1.0
sample_z,3,25,3,21,1.0
sample_z,3,25,4,23,1.0
sample_z,3,26,0,23,1.0
sample_z,3,26,1,21,0.8571428571428571
sample_z,3,26,2,22,1.0
sample_z,3,26,3,24,0.8571428571428571
sample_z,3,26,4,22,1.0
sample_z,3,27,0,22,1.0
sample_z,3,27,1,24,1.0
sample_z,3,27,2,17,1.0
sample_z,3,27,3,18,1.0
sample_z,3,27,4,21,1.0
sample_z,3,28,0,21,1.0
sample_z,3,28,1,20,1.0
sample_z,3,28,2,23,0.8571428571428571
sample_z,3,28,3,19,1.0
sample_z,3,28,4,21,1.0
sample_z,3,29,0,24,0.8571428571428571
sample_z,3,29,1,21,1.0
sample_z,3,29,2,26,0.7142857142857143
sample_z,3,29,3,19,1.0
sample_z,3,29,4,23,1.0
sample_z,3,30,0,19,1.0
sample_z,3,30,1,24,1.0
sample_z,3,30,2,20,1.0
sample_z,3,30,3,19,1.0
sample_z,3,30,4,24,1.0
sample_z,3,31,0,25,1.0
sample_z,3,31,1,22,1.0
sample_z,3,31,2,25,1.0
sample_z,3,31,3,17,1.0
sample_z,3,31,4,21,1.0
sample_z,3,32,0,22,0.8571428571428571
sample_z,3,32,1,24,0.8571428571428571
sample_z,3,32,2,19,1.0
sample_z,3,32,3,26,1.0
sample_z,3,32,4,27,1.0
sample_z,3,33,0,17,1.0
sample_z,3,33,1,20,1.0
sample_z,3,33,2,12,0.8571428571428571
sample_z,3,33,3,19,1.0
sample_z,3,33,4,26,1.0
sample_z,3,34,0,15,1.0
sample_z,3,34,1,17,0.8571428571428571
sample_z,3,34,2,22,1.0
sample_z,3,34,3,19,1.0
sample_z,3,34,4,20,1.0
sample_z,3,35,0,19,1.0
sample_z,3,35,1,21,0.8571428571428571
sample_z,3,35,2,21,1.0
sample_z,3,35,3,21,1.0
sample_z,3,35,4,23,0.8571428571428571
sample_z,3,36,0,22,1.0
sample_z,3,36,1,22,1.0
sample_z,3,36,2,16,1.0
sample_z,3,36,3,19,0.8571428571428571
sample_z,3,36,4,23,0.8571428571428571
sample_z,3,37,0,21,0.8571428571428571
sample_z,3,37,1,20,0.8571428571428571
sample_z,3,37,2,21,0.8571428571428571
sample_z,3,37,3,23,0.8571428571428571
sample_z,3,37,4,15,1.0
sample_z,3,38,0,29,0.8571428571428571
sample_z,3,38,1,18,1.0
sample_z,3,38,2,23,0.8571428571428571
sample_z,3,38,3,22,1.0
sample_z,3,38,4,24,1.0
sample_z,3,39,0,18,0.8571428571428571
sample_z,3,39,1,23,0.8571428571428571
sample_z,3,39,2,22,1.0
sample_z,3,39,3,19,1.0
sample_z,3,39,4,25,0.8571428571428571
sample_z,3,40,0,21,1.0
sample_z,3,40,1,25,0.7142857142857143
sample_z,3,40,2,24,1.0
sample_z,3,40,3,18,1.0
sample_z,3,40,4,19,1.0
sample_z,3,41,0,22,1.0
sample_z,3,41,1,19,1.0
sample_z,3,41,2,19,1.0
sample_z,3,41,3,26,1.0
sample_z,3,41,4,25,0.8571428571428571
sample_z,3,42,0,19,0.8571428571428571
sample_z,3,42,1,18,0.8571428571428571
sample_z,3,42,2,19,1.0
sample_z,3,42,3,19,1.0
sample_z,3,42,4,21,1.0
sample_z,3,43,0,20,1.0
sample_z,3,43,1,25,1.0
sample_z,3,43,2,23,1.0
sample_z,3,43,3,22,1.0
sample_z,3,43,4,25,1.0
sample_z,3,44,0,20,1.0
sample_z,3,44,1,26,1.0
sample_z,3,44,2,24,1.0
sample_z,3,44,3,21,1.0
sample_z,3,44,4,18,1.0
sample_z,3,45,0,15,0.8571428571428571
sample_z,3,45,1,24,0.8571428571428571
sample_z,3,45,2,27,0.8571428571428571
sample_z,3,45,3,19,0.8571428571428571
sample_z,3,45,4,24,1.0
sample_z,3,46,0,23,1.0
sample_z,3,46,1,21,1.0
sample_z,3,46,2,29,1.0
sample_z,3,46,3,29,0.8571428571428571
sample_z,3,46,4,21,1.0
sample_z,3,47,0,21,0.8571428571428571
sample_z,3,47,1,24,1.0
sample_z,3,47,2,23,0.8571428571428571
sample_z,3,47,3,23,0.8571428571428571
sample_z,3,47,4,25,1.0
sample_z,3,48,0,22,1.0
sample_z,3,48,1,27,1.0
sample_z,3,48,2,16,1.0
sample_z,3,48,3,22,0.7142857142857143
sample_z,3,48,4,20,1.0
sample_z,3,49,0,21,0.8571428571428571
sample_z,3,49,1,22,1.0
sample_z,3,49,2,18,1.0
sample_z,3,49,3,23,0.8571428571428571
sample_z,3,49,4,25,1.0
sample_z,5,0,0,21,1.0
sample_z,5,0,1,9,1.0
sample_z,5,0,2,23,1.0
sample_z,5,0,3,13,1.0
sample_z,5,0,4,16,1.0
sample_z,5,1,0,14,1.0
sample_z,5,1,1,16,1.0
sample_z,5,1,2,13,0.8571428571428571
sample_z,5,1,3,16,1.0
sample_z,5,1,4,23,0.8571428571428571
sample_z,5,2,0,14,1.0
sample_z,5,2,1,13,0.8571428571428571
sample_z,5,2,2,14,1.0
sample_z,5,2,3,17,1.0
sample_z,5,2,4,19,1.0
sample_z,5,3,0,8,1.0
sample_z,5,3,1,13,0.8571428571428571
sample_z,5,3,2,8,1.0
sample_z,5,3,3,12,1.0
sample_z,5,3,4,11,1.0
sample_z,5,4,0,17,1.0
sample_z,5,4,1,22,0.8571428571428571
sample_z,5,4,2,12,1.0
sample_z,5,4,3,18,1.0
sample_z,5,4,4,15,1.0
sample_z,5,5,0,21,1.0
sample_z,5,5,1,15,1.0
sample_z,5,5,2,11,1.0
sample_z,5,5,3,19,1.0
sample_z,5,5,4,25,0.8571428571428571
sample_z,5,6,0,21,1.0
sample_z,5,6,1,16,1.0
sample_z,5,6,2,24,1.0
sample_z,5,6,3,22,1.0
sample_z,5,6,4,23,1.0
sample_z,5,7,0,18,1.0
sample_z,5,7,1,19,1.0
sample_z,5,7,2,22,0.8571428571428571
sample_z,5,7,3,20,1.0
sample_z,5,7,4,26,0.8571428571428571
sample_z,5,8,0,17,1.0
sample_z,5,8,1,16,1.0
sample_z,5,8,2,17,1.0
sample_z,5,8,3,17,0.8571428571428571
sample_z,5,8,4,13,1.0
sample_z,5,9,0,15,1.0
sample_z,5,9,1,25,1.0
sample_z,5,9,2,12,1.0
sample_z,5,9,3,16,1.0
sample_z,5,9,4,12,1.0
sample_z,5,10,0,18,1.0
sample_z,5,10,1,18,1.0
sample_z,5,10,2,26,1.0
sample_z,5,10,3,17,1.0
sample_z,5,10,4,16,1.0
sample_z,5,11,0,24,0.8571428571428571
sample_z,5,11,1,24,0.8571428571428571
sample_z,5,11,2,14,1.0
sample_z,5,11,3,11,1.0
sample_z,5,11,4,17,1.0
sample_z,5,12,0,24,1.0
sample_z,5,12,1,25,1.0
sample_z,5,12,2,16,1.0
sample_z,5,12,3,30,0.8571428571428571
sample_z,5,12,4,17,0.8571428571428571
sample_z,5,13,0,26,1.0
sample_z,5,13,1,12,1.0
sample_z,5,13,2,19,0.8571428571428571
sample_z,5,13,3,11,1.0
sample_z,5,13,4,13,1.0
sample_z,5,14,0,24,0.8571428571428571
sample_z,5,14,1,23,1.0
sample_z,5,14,2,23,1.0
sample_z,5,14,3,24,1.0
sample_z,5,14,4,17,1.0
sample_z,5,15,0,19,1.0
sample_z,5,15,1,20,1.0
sample_z,5,15,2,16,1.0
sample_z,5,15,3,15,1.0
sample_z,5,15,4,11,1.0
sample_z,5,16,0,26,1.0
sample_z,5,16,1,20,1.0
sample_z,5,16,2,22,1.0
sample_z,5,16,3,20,1.0
sample_z,5,16,4,23,1.0
sample_z,5,17,0,22,0.8571428571428571
sample_z,5,17,1,30,0.7142857142857143
sample_z,5,17,2,19,1.0
sample_z,5,17,3,28,1.0
sample_z,5,17,4,12,0.8571428571428571
sample_z,5,18,0,22,1.0
sample_z,5,18,1,19,1.0
sample_z,5,18,2,24,0.8571428571428571
sample_z,5,18,3,24,0.8571428571428571
sample_z,5,18,4,22,1.0
sample_z,5,19,0,25,1.0
sample_z,5,19,1,14,1.0
sample_z,5,19,2,13,1.0
sample_z,5,19,3,11,0.8571428571428571
sample_z,5,19,4,18,0.8571428571428571
sample_z,5,20,0,20,1.0
sample_z,5,20,1,13,1.0
sample_z,5,20,2,23,1.0
sample_z,5,20,3,13,1.0
sample_z,5,20,4,18,1.0
sample_z,5,21,0,26,0.8571428571428571
sample_z,5,21,1,14,1.0
sample_z,5,21,2,16,1.0
sample_z,5,21,3,16,1.0
sample_z,5,21,4,16,1.0
sample_z,5,22,0,28,1.0
sample_z,5,22,1,19,1.0
sample_z,5,22,2,24,1.0
sample_z,5,22,3,25,0.8571428571428571
sample_z,5,22,4,25,1.0
sample_z,5,23,0,20,1.0
sample_z,5,23,1,18,0.8571428571428571
sample_z,5,23,2,15,1.0
sample_z,5,23,3,15,1.0
sample_z,5,23,4,12,1.0
sample_z,5,24,0,23,1.0
sample_z,5,24,1,22,0.8571428571428571
sample_z,5,24,2,16,1.0
sample_z,5,24,3,22,1.0
sample_z,5,24,4,19,1.0
sample_z,5,25,0,19,0.8571428571428571
sample_z,5,25,1,29,0.8571428571428571
sample_z,5,25,2,22,1.0
sample_z,5,25,3,22,0.8571428571428571
sample_z,5,25,4,19,1.0
sample_z,5,26,0,20,1.0
sample_z,5,26,1,25,1.0
sample_z,5,26,2,25,0.8571428571428571
sample_z,5,26,3,26,1.0
sample_z,5,26,4,23,1.0
sample_z,5,27,0,19,1.0
sample_z,5,27,1,22,0.8571428571428571
sample_z,5,27,2,17,1.0
sample_z,5,27,3,19,1.0
sample_z,5,27,4,20,0.8571428571428571
sample_z,5,28,0,21,0.8571428571428571
sample_z,5,28,1,22,0.8571428571428571
sample_z,5,28,2,24,1.0
sample_z,5,28,3,21,1.0
sample_z,5,28,4,18,1.0
sample_z,5,29,0,21,0.8571428571428571
sample_z,5,29,1,24,1.0
sample_z,5,29,2,22,1.0
sample_z,5,29,3,25,1.0
sample_z,5,29,4,15,0.8571428571428571
sample_z,5,30,0,17,1.0
sample_z,5,30,1,20,1.0
sample_z,5,30,2,26,0.8571428571428571
sample_z,5,30,3,21,1.0
sample_z,5,30,4,23,0.8571428571428571
sample_z,5,31,0,19,0.8571428571428571
sample_z,5,31,1,24,0.8571428571428571
sample_z,5,31,2,15,0.7142857142857143
sample_z,5,31,3,27,1.0
sample_z,5,31,4,21,1.0
sample_z,5,32,0,24,1.0
sample_z,5,32,1,22,1.0
sample_z,5,32,2,23,0.8571428571428571
sample_z,5,32,3,27,1.0
sample_z,5,32,4,24,0.8571428571428571
sample_z,5,33,0,16,1.0
sample_z,5,33,1,20,1.0
sample_z,5,33,2,24,1.0
sample_z,5,33,3,15,1.0
sample_z,5,33,4,17,1.0
sample_z,5,34,0,23,1.0
sample_z,5,34,1,20,1.0
sample_z,5,34,2,16,0.8571428571428571
sample_z,5,34,3,26,0.8571428571428571
sample_z,5,34,4,20,1.0
sample_z,5,35,0,23,1.0
sample_z,5,35,1,18,1.0
sample_z,5,35,2,17,1.0
sample_z,5,35,3,19,1.0
sample_z,5,35,4,15,1.0
sample_z,5,36,0,28,0.8571428571428571
sample_z,5,36,1,22,1.0
sample_z,5,36,2,21,0.7142857142857143
sample_z,5,36,3,18,1.0
sample_z,5,36,4,22,1.0
sample_z,5,37,0,16,1.0
sample_z,5,37,1,14,1.0
sample_z,5,37,2,19,1.0
sample_z,5,37,3,21,1.0
sample_z,5,37,4,24,0.8571428571428571
sample_z,5,38,0,15,1.0
sample_z,5,38,1,17,0.8571428571428571
sample_z,5,38,2,25,1.0
sample_z,5,38,3,18,0.7142857142857143
sample_z,5,38,4,20,1.0
sample_z,5,39,0,23,1.0
sample_z,5,39,1,17,1.0
sample_z,5,39,2,22,0.8571428571428571
sample_z,5,39,3,23,1.0
sample_z,5,39,4,15,0.7142857142857143
sample_z,5,40,0,19,0.8571428571428571
sample_z,5,40,1,26,1.0
sample_z,5,40,2,21,1.0
sample_z,5,40,3,24,1.0
sample_z,5,40,4,16,1.0
sample_z,5,41,0,15,1.0
sample_z,5,41,1,20,0.8571428571428571
sample_z,5,41,2,17,1.0
sample_z,5,41,3,20,1.0
sample_z,5,41,4,23,1.0
sample_z,5,42,0,20,0.8571428571428571
sample_z,5,42,1,18,1.0
sample_z,5,42,2,18,1.0
sample_z,5,42,3,18,1.0
sample_z,5,42,4,18,1.0
sample_z,5,43,0,23,1.0
sample_z,5,43,1,29,1.0
sample_z,5,43,2,24,1.0
sample_z,5,43,3,25,0.5714285714285714
sample_z,5,43,4,22,1.0
sample_z,5,44,0,22,1.0
sample_z,5,44,1,18,0.8571428571428571
sample_z,5,44,2,17,1.0
sample_z,5,44,3,27,0.8571428571428571
sample_z,5,44,4,25,0.8571428571428571
sample_z,5,45,0,20,1.0
sample_z,5,45,1,20,1.0
sample_z,5,45,2,25,1.0
sample_z,5,45,3,21,0.7142857142857143
sample_z,5,45,4,17,1.0
sample_z,5,46,0,16,1.0
sample_z,5,46,1,26,0.7142857142857143
sample_z,5,46,2,22,1.0
sample_z,5,46,3,26,1.0
sample_z,5,46,4,21,0.8571428571428571
sample_z,5,47,0,18,1.0
sample_z,5,47,1,19,1.0
sample_z,5,47,2,25,1.0
sample_z,5,47,3,21,1.0
sample_z,5,47,4,22,1.0
sample_z,5,48,0,19,1.0
sample_z,5,48,1,20,1.0
sample_z,5,48,2,21,1.0
sample_z,5,48,3,16,1.0
sample_z,5,48,4,22,1.0
sample_z,5,49,0,19,1.0
sample_z,5,49,1,25,1.0
sample_z,5,49,2,20,0.8571428571428571
sample_z,5,49,3,21,1.0
sample_z,5,49,4,19,1.0
sample_z,10,0,0,16,1.0
sample_z,10,0,1,12,0.8571428571428571
sample_z,10,0,2,25,1.0
sample_z,10,0,3,10,1.0
