policy,z_seed,question_index,longueur_arc_cumulee
aleatoire,30,24,9.690013
aleatoire,30,25,9.691556
aleatoire,30,26,9.954054
aleatoire,30,27,10.895763
aleatoire,30,28,11.434215
aleatoire,31,0,0.000000
aleatoire,31,1,0.625748
aleatoire,31,2,1.226444
aleatoire,31,3,1.638409
aleatoire,31,4,2.128968
aleatoire,31,5,2.740031
aleatoire,31,6,3.284253
aleatoire,31,7,4.081049
aleatoire,31,8,4.663312
aleatoire,31,9,5.147551
aleatoire,31,10,5.932166
aleatoire,31,11,6.345044
aleatoire,31,12,6.842314
aleatoire,31,13,7.786755
aleatoire,31,14,7.973103
aleatoire,31,15,8.401309
aleatoire,31,16,8.568175
aleatoire,31,17,8.629567
aleatoire,31,18,8.864847
aleatoire,31,19,9.485558
aleatoire,31,20,9.754248
aleatoire,31,21,10.005404
aleatoire,31,22,10.132243
aleatoire,31,23,10.705136
aleatoire,31,24,10.759953
aleatoire,31,25,10.896675
aleatoire,31,26,10.952768
aleatoire,31,27,11.545080
aleatoire,31,28,12.498949
aleatoire,31,29,12.530818
aleatoire,31,30,13.496057
aleatoire,32,0,0.000000
aleatoire,32,1,0.600697
aleatoire,32,2,1.390632
aleatoire,32,3,1.802596
aleatoire,32,4,2.537533
aleatoire,32,5,3.258398
aleatoire,32,6,3.686604
aleatoire,32,7,3.937759
aleatoire,32,8,4.582240
aleatoire,32,9,4.851166
aleatoire,32,10,5.480954
aleatoire,32,11,5.852848
aleatoire,32,12,5.992992
aleatoire,32,13,6.455107
aleatoire,32,14,6.579135
aleatoire,32,15,7.089901
aleatoire,32,16,7.226623
aleatoire,32,17,7.996711
aleatoire,32,18,8.344190
aleatoire,32,19,8.964524
aleatoire,32,20,9.093805
aleatoire,32,21,9.360070
aleatoire,32,22,9.839707
aleatoire,32,23,10.521673
aleatoire,32,24,10.594399
aleatoire,32,25,11.308811
aleatoire,32,26,11.599175
aleatoire,32,27,12.139916
aleatoire,32,28,12.248448
aleatoire,32,29,12.647469
aleatoire,32,30,12.755946
aleatoire,33,0,0.000000
aleatoire,33,1,0.600697
aleatoire,33,2,1.390632
aleatoire,33,3,2.016379
aleatoire,33,4,2.506938
aleatoire,33,5,2.935144
aleatoire,33,6,3.564932
aleatoire,33,7,4.171401
aleatoire,33,8,4.653599
aleatoire,33,9,4.770544
aleatoire,33,10,4.832595
aleatoire,33,11,5.083751
aleatoire,33,12,5.590815
aleatoire,33,13,5.623580
aleatoire,33,14,6.323812
aleatoire,33,15,7.214100
aleatoire,33,16,7.231378
aleatoire,33,17,8.198395
aleatoire,33,18,8.335117
aleatoire,33,19,8.957949
aleatoire,33,20,9.879915
aleatoire,33,21,10.003170
aleatoire,33,22,10.393962
aleatoire,33,23,10.645266
aleatoire,33,24,10.989557
aleatoire,33,25,11.417782
aleatoire,34,0,0.000000
aleatoire,34,1,0.411965
aleatoire,34,2,0.651283
aleatoire,34,3,0.781154
aleatoire,34,4,1.649837
aleatoire,34,5,2.252153
aleatoire,34,6,3.122737
aleatoire,34,7,3.556958
aleatoire,34,8,3.992066
aleatoire,34,9,4.404031
aleatoire,34,10,5.015094
aleatoire,34,11,5.975922
aleatoire,34,12,6.206386
aleatoire,34,13,7.171636
aleatoire,34,14,7.446014
aleatoire,34,15,7.757352
aleatoire,34,16,7.907719
aleatoire,34,17,8.019596
aleatoire,34,18,8.099738
aleatoire,34,19,8.267215
aleatoire,34,20,8.896323
aleatoire,34,21,9.525389
aleatoire,34,22,9.587066
aleatoire,34,23,10.125503
aleatoire,34,24,10.726272
aleatoire,34,25,11.154605
aleatoire,34,26,11.405855
aleatoire,34,27,11.944696
aleatoire,34,28,12.061489
aleatoire,34,29,12.084048
aleatoire,34,30,12.430197
aleatoire,35,0,0.000000
aleatoire,35,1,0.411965
aleatoire,35,2,1.364719
aleatoire,35,3,1.975783
aleatoire,35,4,2.576480
aleatoire,35,5,3.316817
aleatoire,35,6,3.626536
aleatoire,35,7,4.232161
aleatoire,35,8,4.660367
aleatoire,35,9,5.160772
aleatoire,35,10,5.411927
aleatoire,35,11,5.977429
aleatoire,35,12,6.084958
aleatoire,35,13,6.673074
aleatoire,35,14,7.103853
aleatoire,35,15,7.356919
aleatoire,35,16,8.316720
aleatoire,35,17,9.032563
aleatoire,35,18,9.976858
aleatoire,35,19,10.566788
aleatoire,35,20,10.703510
aleatoire,35,21,11.102736
aleatoire,35,22,11.243568
aleatoire,35,23,11.863029
aleatoire,35,24,12.169011
aleatoire,35,25,12.187231
aleatoire,35,26,12.736914
aleatoire,35,27,12.810267
aleatoire,35,28,12.815340
aleatoire,35,29,13.174066
aleatoire,35,30,13.722086
aleatoire,36,0,0.000000
aleatoire,36,1,0.411965
aleatoire,36,2,1.201900
aleatoire,36,3,1.802596
aleatoire,36,4,2.041915
aleatoire,36,5,2.470121
aleatoire,36,6,3.074047
aleatoire,36,7,3.573174
aleatoire,36,8,3.881746
aleatoire,36,9,4.452572
aleatoire,36,10,5.078558
aleatoire,36,11,5.164750
aleatoire,36,12,5.210343
aleatoire,36,13,6.175721
aleatoire,36,14,6.551060
aleatoire,36,15,7.151870
aleatoire,36,16,7.763809
aleatoire,36,17,8.014965
aleatoire,36,18,8.266338
aleatoire,36,19,8.694744
aleatoire,36,20,9.123016
aleatoire,36,21,9.374220
aleatoire,36,22,9.625390
aleatoire,36,23,9.762121
aleatoire,36,24,9.855517
aleatoire,36,25,10.803097
aleatoire,36,26,10.939819
aleatoire,36,27,11.042677
aleatoire,36,28,11.043490
aleatoire,36,29,11.181726
aleatoire,36,30,11.232464
aleatoire,37,0,0.000000
aleatoire,37,1,0.625748
aleatoire,37,2,1.241302
aleatoire,37,3,2.111886
aleatoire,37,4,2.570530
aleatoire,37,5,3.082101
aleatoire,37,6,3.711250
aleatoire,37,7,4.336998
aleatoire,37,8,4.453943
aleatoire,37,9,5.069497
aleatoire,37,10,5.500750
aleatoire,37,11,6.467508
aleatoire,37,12,6.720929
aleatoire,37,13,7.227994
aleatoire,37,14,7.247317
aleatoire,37,15,7.384407
aleatoire,37,16,8.143276
aleatoire,37,17,8.459054
aleatoire,37,18,9.170481
aleatoire,37,19,9.301762
aleatoire,37,20,9.314000
aleatoire,37,21,9.852049
aleatoire,37,22,9.921830
aleatoire,37,23,10.063293
aleatoire,37,24,10.067257
aleatoire,37,25,11.013149
aleatoire,37,26,11.088447
aleatoire,37,27,11.098797
aleatoire,37,28,11.100886
aleatoire,37,29,11.683276
aleatoire,37,30,12.082744
aleatoire,38,0,0.000000
aleatoire,38,1,0.625748
aleatoire,38,2,1.251495
aleatoire,38,3,2.217069
aleatoire,38,4,2.832623
aleatoire,38,5,3.799382
aleatoire,38,6,4.400078
aleatoire,38,7,5.028736
aleatoire,38,8,5.362092
aleatoire,38,9,6.328397
aleatoire,38,10,7.004758
aleatoire,38,11,7.338114
aleatoire,38,12,7.960184
aleatoire,38,13,8.388389
aleatoire,38,14,8.843217
aleatoire,38,15,9.120006
aleatoire,38,16,9.748856
aleatoire,38,17,10.011316
aleatoire,38,18,10.054983
aleatoire,38,19,11.000727
aleatoire,38,20,11.308011
aleatoire,38,21,11.423199
aleatoire,38,22,12.005415
aleatoire,38,23,12.256571
aleatoire,38,24,12.396072
aleatoire,38,25,12.411015
aleatoire,38,26,12.547737
aleatoire,38,27,12.704077
aleatoire,38,28,12.776804
aleatoire,38,29,13.317712
aleatoire,38,30,13.369126
aleatoire,39,0,0.000000
aleatoire,39,1,0.600697
aleatoire,39,2,1.226444
aleatoire,39,3,1.519292
aleatoire,39,4,2.309227
aleatoire,39,5,2.737433
aleatoire,39,6,3.701126
aleatoire,39,7,3.862563
aleatoire,39,8,4.371857
aleatoire,39,9,4.458049
aleatoire,39,10,4.822575
aleatoire,39,11,5.073731
aleatoire,39,12,6.034024
aleatoire,39,13,6.663019
aleatoire,39,14,7.532208
aleatoire,39,15,7.965822
aleatoire,39,16,8.463775
aleatoire,39,17,8.630939
aleatoire,39,18,9.258753
aleatoire,39,19,9.777659
aleatoire,39,20,10.318564
aleatoire,39,21,10.610141
aleatoire,39,22,11.013634
aleatoire,39,23,11.205579
aleatoire,39,24,11.267232
aleatoire,39,25,11.403955
aleatoire,39,26,11.476681
aleatoire,39,27,12.045464
aleatoire,39,28,12.300010
aleatoire,39,29,12.667646
aleatoire,39,30,12.719081
aleatoire,40,0,0.000000
aleatoire,40,1,0.789935
aleatoire,40,2,1.529383
aleatoire,40,3,1.941348
aleatoire,40,4,2.676285
aleatoire,40,5,3.091293
aleatoire,40,6,3.435889
aleatoire,40,7,4.023497
aleatoire,40,8,4.652895
aleatoire,40,9,5.121250
aleatoire,40,10,5.656513
aleatoire,40,11,6.257209
aleatoire,40,12,6.868916
aleatoire,40,13,7.318652
aleatoire,40,14,7.887597
aleatoire,40,15,8.052320
aleatoire,40,16,8.233456
aleatoire,40,17,9.193167
aleatoire,40,18,9.290210
aleatoire,40,19,9.557703
aleatoire,40,20,9.813799
aleatoire,40,21,9.953400
aleatoire,40,22,10.004783
aleatoire,40,23,10.351761
aleatoire,40,24,10.489302
aleatoire,40,25,11.205518
aleatoire,41,0,0.000000
aleatoire,41,1,0.789935
aleatoire,41,2,1.390632
aleatoire,41,3,2.020420
aleatoire,41,4,2.646168
aleatoire,41,5,3.074373
aleatoire,41,6,3.907776
aleatoire,41,7,4.306452
aleatoire,41,8,4.705128
aleatoire,41,9,5.093116
aleatoire,41,10,5.624308
aleatoire,41,11,5.786504
aleatoire,41,12,6.037660
aleatoire,41,13,6.503181
aleatoire,41,14,6.562831
aleatoire,41,15,6.699553
aleatoire,41,16,6.830277
aleatoire,41,17,7.072999
aleatoire,41,18,7.332637
aleatoire,42,0,0.000000
aleatoire,42,1,0.411965
aleatoire,42,2,1.037712
aleatoire,42,3,1.277031
aleatoire,42,4,2.140798
aleatoire,42,5,2.631356
aleatoire,42,6,2.932365
aleatoire,42,7,3.533062
aleatoire,42,8,3.875888
aleatoire,42,9,4.160398
aleatoire,42,10,5.023146
aleatoire,42,11,5.206049
aleatoire,42,12,5.812254
aleatoire,42,13,6.240460
aleatoire,42,14,6.362185
aleatoire,42,15,6.794121
aleatoire,42,16,6.846138
aleatoire,42,17,7.357569
aleatoire,42,18,7.586263
aleatoire,42,19,7.610288
aleatoire,42,20,7.727940
aleatoire,42,21,8.486707
aleatoire,42,22,8.885472
aleatoire,42,23,9.423504
aleatoire,42,24,9.854381
aleatoire,42,25,9.867046
aleatoire,42,26,9.900435
aleatoire,42,27,10.616634
aleatoire,42,28,10.927961
aleatoire,42,29,11.044749
aleatoire,42,30,11.627093
aleatoire,43,0,0.000000
aleatoire,43,1,0.625748
aleatoire,43,2,1.251495
aleatoire,43,3,1.867049
aleatoire,43,4,2.482603
aleatoire,43,5,3.083300
aleatoire,43,6,4.050058
aleatoire,43,7,5.016817
aleatoire,43,8,5.350172
aleatoire,43,9,5.857237
aleatoire,43,10,6.173014
aleatoire,43,11,7.139320
aleatoire,43,12,7.532731
aleatoire,43,13,7.822764
aleatoire,43,14,8.250970
aleatoire,43,15,8.927331
aleatoire,43,16,9.686098
aleatoire,43,17,10.224130
aleatoire,43,18,10.570261
aleatoire,43,19,11.198688
aleatoire,43,20,11.742502
aleatoire,43,21,12.094786
aleatoire,43,22,12.237305
aleatoire,43,23,12.899727
aleatoire,43,24,13.308820
aleatoire,43,25,13.546085
aleatoire,43,26,13.621956
aleatoire,43,27,13.930390
aleatoire,43,28,14.062489
aleatoire,43,29,14.224840
aleatoire,43,30,14.294309
aleatoire,44,0,0.000000
aleatoire,44,1,0.625748
aleatoire,44,2,0.918596
aleatoire,44,3,1.080032
aleatoire,44,4,1.950617
aleatoire,44,5,2.036809
aleatoire,44,6,2.637912
aleatoire,44,7,3.427847
aleatoire,44,8,3.856771
aleatoire,44,9,4.820464
aleatoire,44,10,5.255572
aleatoire,44,11,5.764867
aleatoire,44,12,5.828314
aleatoire,44,13,6.457232
aleatoire,44,14,6.997381
aleatoire,44,15,7.487237
aleatoire,44,16,8.112824
aleatoire,44,17,8.280631
aleatoire,44,18,9.240965
aleatoire,44,19,9.302710
aleatoire,44,20,9.522314
aleatoire,44,21,9.785503
aleatoire,44,22,9.904103
aleatoire,44,23,10.054226
aleatoire,44,24,10.087717
aleatoire,44,25,10.105378
aleatoire,44,26,10.127947
aleatoire,44,27,10.620969
aleatoire,44,28,10.735942
aleatoire,44,29,11.641940
aleatoire,44,30,12.180008
aleatoire,45,0,0.000000
aleatoire,45,1,0.600697
aleatoire,45,2,1.226444
aleatoire,45,3,2.016379
aleatoire,45,4,2.631933
aleatoire,45,5,3.090577
aleatoire,45,6,3.529489
aleatoire,45,7,3.788670
aleatoire,45,8,4.151295
aleatoire,45,9,4.666240
aleatoire,45,10,4.823650
aleatoire,45,11,4.860290
aleatoire,45,12,4.879614
aleatoire,45,13,5.498034
aleatoire,45,14,5.582480
aleatoire,45,15,6.048304
aleatoire,45,16,6.179612
aleatoire,45,17,6.189798
aleatoire,45,18,6.441005
aleatoire,45,19,6.510801
aleatoire,45,20,6.764375
aleatoire,45,21,6.767281
aleatoire,45,22,7.195487
aleatoire,46,0,0.000000
aleatoire,46,1,0.625748
aleatoire,46,2,1.226444
aleatoire,46,3,2.016379
aleatoire,46,4,2.646168
aleatoire,46,5,3.261722
aleatoire,46,6,3.785617
aleatoire,46,7,3.985583
aleatoire,46,8,4.422861
aleatoire,46,9,4.854114
aleatoire,46,10,5.107535
aleatoire,46,11,5.336669
aleatoire,46,12,5.474710
aleatoire,46,13,5.906063
aleatoire,46,14,5.916327
aleatoire,46,15,6.144696
aleatoire,46,16,6.572902
aleatoire,46,17,6.578312
aleatoire,46,18,6.857160
aleatoire,46,19,6.926942
aleatoire,46,20,7.068405
aleatoire,46,21,7.827200
aleatoire,46,22,7.902498
aleatoire,46,23,8.153653
aleatoire,46,24,8.290376
aleatoire,46,25,8.300725
aleatoire,46,26,8.306180
aleatoire,46,27,8.844229
aleatoire,46,28,8.848194
aleatoire,46,29,9.247666
aleatoire,46,30,9.249755
aleatoire,47,0,0.000000
aleatoire,47,1,0.411965
aleatoire,47,2,1.201900
aleatoire,47,3,1.936837
aleatoire,47,4,2.566234
aleatoire,47,5,3.166931
aleatoire,47,6,3.702194
aleatoire,47,7,4.331982
aleatoire,47,8,4.675228
aleatoire,47,9,5.103433
aleatoire,47,10,5.707767
aleatoire,47,11,6.079662
aleatoire,47,12,6.541778
aleatoire,47,13,6.705636
aleatoire,47,14,6.956792
aleatoire,47,15,7.005686
aleatoire,47,16,7.031485
aleatoire,47,17,7.991249
aleatoire,47,18,8.422602
aleatoire,47,19,8.553327
aleatoire,47,20,8.720680
aleatoire,47,21,9.349816
aleatoire,47,22,9.609582
aleatoire,47,23,10.096612
aleatoire,47,24,10.233334
aleatoire,47,25,10.308157
aleatoire,47,26,10.846225
aleatoire,47,27,10.907642
aleatoire,47,28,10.930092
aleatoire,47,29,11.027246
aleatoire,47,30,11.032981
aleatoire,48,0,0.000000
aleatoire,48,1,0.411965
aleatoire,48,2,0.823929
aleatoire,48,3,1.063248
aleatoire,48,4,1.674311
aleatoire,48,5,2.278237
aleatoire,48,6,2.712299
aleatoire,48,7,3.160636
aleatoire,48,8,3.761813
aleatoire,48,9,3.855602
aleatoire,48,10,4.456779
aleatoire,48,11,4.709846
aleatoire,48,12,4.727589
aleatoire,48,13,4.864621
aleatoire,48,14,4.937515
aleatoire,48,15,5.897228
aleatoire,48,16,6.497925
aleatoire,48,17,6.926983
aleatoire,48,18,6.931608
aleatoire,48,19,7.183396
aleatoire,48,20,7.193582
aleatoire,48,21,7.198951
aleatoire,48,22,7.627157
aleatoire,48,23,7.878313
aleatoire,48,24,8.637107
aleatoire,48,25,9.175156
aleatoire,48,26,9.311878
aleatoire,48,27,9.315813
aleatoire,48,28,10.032026
aleatoire,48,29,10.343362
aleatoire,48,30,10.689498
aleatoire,49,0,0.000000
aleatoire,49,1,0.411965
aleatoire,49,2,0.823929
aleatoire,49,3,1.434993
aleatoire,49,4,2.046056
aleatoire,49,5,3.011307
aleatoire,49,6,3.625264
aleatoire,49,7,4.230889
aleatoire,49,8,4.338418
aleatoire,49,9,4.395414
aleatoire,49,10,5.007358
aleatoire,49,11,5.450547
aleatoire,49,12,5.879471
aleatoire,49,13,6.358590
aleatoire,49,14,6.959287
aleatoire,49,15,7.210976
aleatoire,49,16,7.366666
aleatoire,49,17,7.449713
aleatoire,49,18,7.877919
aleatoire,49,19,8.129074
aleatoire,49,20,8.266107
aleatoire,49,21,8.895212
aleatoire,49,22,8.900179
aleatoire,49,23,9.328390
aleatoire,49,24,9.579550
aleatoire,49,25,10.118017
aleatoire,49,26,10.254739
aleatoire,49,27,10.327470
aleatoire,49,28,10.674058
