policy,z_seed,question_index,longueur_arc_cumulee
adaptatif,47,4,2.467746
adaptatif,47,5,3.301149
adaptatif,47,6,4.255376
adaptatif,47,7,4.797441
adaptatif,47,8,5.256085
adaptatif,47,9,5.921470
adaptatif,47,10,6.360382
adaptatif,47,11,6.788588
adaptatif,47,12,7.188031
adaptatif,47,13,7.689290
adaptatif,47,14,8.317120
adaptatif,47,15,8.864550
adaptatif,47,16,9.220779
adaptatif,47,17,9.479960
adaptatif,47,18,9.733503
adaptatif,47,19,10.492270
adaptatif,47,20,11.030302
adaptatif,47,21,11.376433
adaptatif,47,22,11.775404
adaptatif,47,23,12.322702
adaptatif,47,24,12.460815
adaptatif,48,0,0.000000
adaptatif,48,1,0.600697
adaptatif,48,2,1.226444
adaptatif,48,3,1.841998
adaptatif,48,4,2.467746
adaptatif,48,5,3.301149
adaptatif,48,6,3.825044
adaptatif,48,7,4.283688
adaptatif,48,8,4.722600
adaptatif,48,9,5.150806
adaptatif,48,10,5.482588
adaptatif,48,11,5.991119
adaptatif,48,12,6.619952
adaptatif,48,13,7.563898
adaptatif,48,14,8.107360
adaptatif,48,15,8.366541
adaptatif,48,16,8.620084
adaptatif,48,17,8.871240
adaptatif,49,0,0.000000
adaptatif,49,1,0.600697
adaptatif,49,2,1.226444
adaptatif,49,3,1.841998
adaptatif,49,4,2.467746
adaptatif,49,5,3.083300
adaptatif,49,6,3.541944
adaptatif,49,7,4.000587
adaptatif,49,8,4.963670
adaptatif,49,9,5.591519
adaptatif,49,10,6.138840
adaptatif,49,11,6.577752
adaptatif,49,12,7.005958
adaptatif,49,13,7.362067
adaptatif,49,14,7.621248
adaptatif,49,15,8.389348
adaptatif,49,16,8.933037
adaptatif,49,17,9.285186
adaptatif,49,18,9.538730
adaptatif,49,19,9.789885
aleatoire,0,0,0.000000
aleatoire,0,1,0.789935
aleatoire,0,2,1.415683
aleatoire,0,3,2.247570
aleatoire,0,4,3.151717
aleatoire,0,5,3.891165
aleatoire,0,6,4.311962
aleatoire,0,7,4.638437
aleatoire,0,8,5.239134
aleatoire,0,9,5.826188
aleatoire,0,10,6.785899
aleatoire,0,11,7.176644
aleatoire,0,12,7.377380
aleatoire,0,13,7.593429
aleatoire,0,14,8.016191
aleatoire,0,15,8.096093
aleatoire,0,16,8.106118
aleatoire,0,17,8.856963
aleatoire,0,18,8.872737
aleatoire,0,19,9.007148
aleatoire,0,20,9.723364
aleatoire,0,21,9.772684
aleatoire,0,22,9.780826
aleatoire,0,23,9.914819
aleatoire,0,24,9.925747
aleatoire,0,25,10.871885
aleatoire,0,26,11.420498
aleatoire,1,0,0.000000
aleatoire,1,1,0.789935
aleatoire,1,2,1.240044
aleatoire,1,3,2.005675
aleatoire,1,4,2.876260
aleatoire,1,5,3.666195
aleatoire,1,6,4.010791
aleatoire,1,7,4.974484
aleatoire,1,8,5.583570
aleatoire,1,9,5.713663
aleatoire,1,10,6.271743
aleatoire,1,11,6.391985
aleatoire,1,12,7.051467
aleatoire,1,13,7.486575
aleatoire,1,14,7.648248
aleatoire,1,15,7.890649
aleatoire,1,16,8.846366
aleatoire,1,17,8.882294
aleatoire,1,18,9.050101
aleatoire,1,19,9.137034
aleatoire,1,20,9.867564
aleatoire,2,0,0.000000
aleatoire,2,1,0.789935
aleatoire,2,2,1.579870
aleatoire,2,3,2.319318
aleatoire,2,4,2.818445
aleatoire,2,5,3.419142
aleatoire,2,6,3.829898
aleatoire,2,7,3.987308
aleatoire,2,8,4.605729
aleatoire,2,9,4.932203
aleatoire,2,10,5.250864
aleatoire,2,11,5.310828
aleatoire,2,12,6.278110
aleatoire,2,13,6.875650
aleatoire,2,14,7.833276
aleatoire,2,15,8.492655
aleatoire,2,16,8.589359
aleatoire,2,17,9.549070
aleatoire,2,18,10.269885
aleatoire,2,19,10.632668
aleatoire,2,20,10.691287
aleatoire,2,21,11.407502
aleatoire,2,22,11.803833
aleatoire,2,23,11.819440
aleatoire,2,24,12.130778
aleatoire,2,25,12.136477
aleatoire,2,26,12.457004
aleatoire,2,27,12.685272
aleatoire,2,28,12.805714
aleatoire,2,29,12.929247
aleatoire,2,30,12.940076
aleatoire,3,0,0.000000
aleatoire,3,1,0.625748
aleatoire,3,2,1.578502
aleatoire,3,3,2.179199
aleatoire,3,4,3.012602
aleatoire,3,5,3.584887
aleatoire,3,6,3.983563
aleatoire,3,7,4.887710
aleatoire,3,8,5.224221
aleatoire,3,9,6.162636
aleatoire,3,10,6.266668
aleatoire,3,11,6.954399
aleatoire,3,12,7.382605
aleatoire,3,13,7.709654
aleatoire,3,14,7.880892
aleatoire,3,15,8.170666
aleatoire,3,16,8.421821
aleatoire,3,17,8.530121
aleatoire,3,18,8.666843
aleatoire,3,19,8.686073
aleatoire,3,20,8.979868
aleatoire,4,0,0.000000
aleatoire,4,1,0.789935
aleatoire,4,2,1.660520
aleatoire,4,3,2.095628
aleatoire,4,4,3.048383
aleatoire,4,5,3.620668
aleatoire,4,6,3.983293
aleatoire,4,7,4.645431
aleatoire,4,8,5.275082
aleatoire,4,9,5.442889
aleatoire,4,10,6.381304
aleatoire,4,11,6.443048
aleatoire,4,12,7.218638
aleatoire,4,13,7.618063
aleatoire,4,14,8.416968
aleatoire,4,15,9.008831
aleatoire,4,16,9.170283
aleatoire,4,17,9.785465
aleatoire,4,18,10.229732
aleatoire,4,19,10.356568
aleatoire,4,20,10.388452
aleatoire,4,21,10.740281
aleatoire,4,22,11.572479
aleatoire,4,23,12.153162
aleatoire,4,24,12.270839
aleatoire,4,25,12.346574
aleatoire,4,26,12.704443
aleatoire,5,0,0.000000
aleatoire,5,1,0.789935
aleatoire,5,2,1.415683
aleatoire,5,3,1.865791
aleatoire,5,4,2.631423
aleatoire,5,5,3.246977
aleatoire,5,6,3.446943
aleatoire,5,7,4.390022
aleatoire,5,8,4.990719
aleatoire,5,9,5.176900
aleatoire,5,10,6.139531
aleatoire,5,11,6.594358
aleatoire,5,12,7.554069
aleatoire,5,13,7.936955
aleatoire,5,14,8.461115
aleatoire,5,15,9.177331
aleatoire,5,16,9.266681
aleatoire,5,17,9.375481
aleatoire,5,18,9.661522
aleatoire,5,19,10.376468
aleatoire,5,20,10.775941
aleatoire,5,21,11.035218
aleatoire,5,22,11.346320
aleatoire,5,23,11.542074
aleatoire,5,24,11.579938
aleatoire,5,25,12.187428
aleatoire,5,26,12.325559
aleatoire,5,27,12.574599
aleatoire,5,28,12.691385
aleatoire,5,29,12.764880
aleatoire,5,30,12.857379
aleatoire,6,0,0.000000
aleatoire,6,1,0.789935
aleatoire,6,2,1.152560
aleatoire,6,3,1.942495
aleatoire,6,4,2.457440
aleatoire,6,5,2.780580
aleatoire,6,6,3.637851
aleatoire,6,7,3.861373
aleatoire,6,8,4.360500
aleatoire,6,9,5.231085
aleatoire,6,10,5.539656
aleatoire,6,11,6.040916
aleatoire,6,12,6.668745
aleatoire,6,13,6.976029
aleatoire,6,14,7.411137
aleatoire,6,15,7.959057
aleatoire,6,16,8.130086
aleatoire,6,17,8.297893
aleatoire,6,18,8.807906
aleatoire,6,19,8.904656
aleatoire,6,20,9.809361
aleatoire,6,21,9.889504
aleatoire,6,22,10.005624
aleatoire,6,23,10.721155
aleatoire,6,24,10.782899
aleatoire,6,25,10.884511
aleatoire,6,26,10.907080
aleatoire,6,27,11.776670
aleatoire,6,28,12.210713
aleatoire,6,29,12.378061
aleatoire,6,30,12.448498
aleatoire,7,0,0.000000
aleatoire,7,1,0.600697
aleatoire,7,2,1.390632
aleatoire,7,3,2.180567
aleatoire,7,4,2.920015
aleatoire,7,5,3.348221
aleatoire,7,6,4.259103
aleatoire,7,7,4.743902
aleatoire,7,8,5.483349
aleatoire,7,9,5.548420
aleatoire,7,10,5.610155
aleatoire,7,11,5.936630
aleatoire,7,12,6.059444
aleatoire,7,13,6.376974
aleatoire,7,14,6.408854
aleatoire,7,15,6.528104
aleatoire,7,16,6.560685
aleatoire,7,17,7.160966
aleatoire,7,18,7.339307
aleatoire,7,19,7.393957
aleatoire,7,20,7.645112
aleatoire,7,21,7.667878
aleatoire,7,22,8.095669
aleatoire,8,0,0.000000
aleatoire,8,1,0.789935
aleatoire,8,2,1.753628
aleatoire,8,3,2.543563
aleatoire,8,4,2.753360
aleatoire,8,5,3.167872
aleatoire,8,6,3.699812
aleatoire,8,7,4.043056
aleatoire,8,8,4.510875
aleatoire,8,9,5.010002
aleatoire,8,10,5.626941
aleatoire,8,11,6.497525
aleatoire,8,12,7.232009
aleatoire,8,13,7.311288
aleatoire,8,14,7.735290
aleatoire,8,15,7.898330
aleatoire,8,16,8.122412
aleatoire,8,17,8.633983
aleatoire,8,18,8.755129
aleatoire,8,19,9.471344
aleatoire,8,20,9.786520
aleatoire,8,21,9.850831
aleatoire,8,22,9.937709
aleatoire,8,23,10.337182
aleatoire,8,24,10.766298
aleatoire,8,25,11.314320
aleatoire,9,0,0.000000
aleatoire,9,1,0.952755
aleatoire,9,2,1.823340
aleatoire,9,3,2.449087
aleatoire,9,4,2.977435
aleatoire,9,5,3.412544
aleatoire,9,6,3.696116
aleatoire,9,7,4.080569
aleatoire,9,8,4.683096
aleatoire,9,9,5.173655
aleatoire,9,10,5.755918
aleatoire,9,11,6.540533
aleatoire,9,12,7.080682
aleatoire,9,13,7.248489
aleatoire,9,14,7.656301
aleatoire,9,15,8.291206
aleatoire,9,16,9.208531
aleatoire,9,17,10.075479
aleatoire,9,18,10.264025
aleatoire,9,19,10.523217
aleatoire,9,20,11.152676
aleatoire,9,21,11.286867
aleatoire,9,22,11.343911
aleatoire,9,23,11.850266
aleatoire,9,24,11.980746
aleatoire,9,25,12.929532
aleatoire,9,26,13.558100
aleatoire,9,27,14.143934
aleatoire,9,28,14.200652
aleatoire,9,29,14.238893
aleatoire,9,30,14.300637
aleatoire,10,0,0.000000
aleatoire,10,1,0.625748
aleatoire,10,2,1.226444
aleatoire,10,3,2.059847
aleatoire,10,4,2.471812
aleatoire,10,5,3.397850
aleatoire,10,6,4.244319
aleatoire,10,7,4.523166
aleatoire,10,8,4.951372
aleatoire,10,9,5.642225
aleatoire,10,10,5.710852
aleatoire,10,11,6.019424
aleatoire,10,12,6.270580
aleatoire,10,13,7.129193
aleatoire,10,14,7.631067
aleatoire,10,15,7.656158
aleatoire,10,16,7.949702
aleatoire,10,17,8.650702
aleatoire,10,18,8.658659
aleatoire,10,19,8.768423
aleatoire,10,20,9.190294
aleatoire,10,21,9.578684
aleatoire,10,22,9.805125
aleatoire,10,23,10.241869
aleatoire,10,24,10.470495
aleatoire,10,25,10.701872
aleatoire,10,26,10.821725
aleatoire,10,27,10.850484
aleatoire,10,28,11.161117
aleatoire,10,29,11.226449
aleatoire,10,30,11.537959
aleatoire,11,0,0.000000
aleatoire,11,1,0.952755
aleatoire,11,2,1.481103
aleatoire,11,3,2.106851
aleatoire,11,4,2.715936
aleatoire,11,5,3.331490
aleatoire,11,6,3.581366
aleatoire,11,7,4.451950
aleatoire,11,8,4.517584
aleatoire,11,9,4.976227
aleatoire,11,10,5.010123
aleatoire,11,11,5.127068
aleatoire,11,12,5.558320
aleatoire,11,13,5.993429
aleatoire,11,14,6.756600
aleatoire,11,15,6.784006
aleatoire,11,16,6.794016
aleatoire,11,17,6.961823
aleatoire,11,18,7.042255
aleatoire,11,19,7.085059
aleatoire,11,20,7.623842
aleatoire,11,21,7.639479
aleatoire,11,22,7.665638
aleatoire,11,23,7.727382
aleatoire,11,24,8.073732
aleatoire,12,0,0.000000
aleatoire,12,1,0.789935
aleatoire,12,2,1.419723
aleatoire,12,3,2.373951
aleatoire,12,4,2.966741
aleatoire,12,5,3.567438
aleatoire,12,6,3.945817
aleatoire,12,7,4.357782
aleatoire,12,8,5.317493
aleatoire,12,9,5.928556
aleatoire,12,10,6.396911
aleatoire,12,11,6.558348
aleatoire,12,12,7.520023
aleatoire,12,13,8.088968
aleatoire,12,14,8.239335
aleatoire,12,15,9.107351
aleatoire,12,16,9.823566
aleatoire,12,17,10.198877
aleatoire,12,18,10.378697
aleatoire,12,19,10.475013
aleatoire,12,20,10.971337
aleatoire,12,21,11.282674
aleatoire,12,22,11.975040
aleatoire,12,23,12.205188
aleatoire,12,24,13.109731
aleatoire,12,25,13.406312
aleatoire,12,26,13.504917
aleatoire,12,27,14.130442
aleatoire,12,28,14.441306
aleatoire,12,29,14.557910
aleatoire,12,30,15.253064
aleatoire,13,0,0.000000
aleatoire,13,1,0.600697
aleatoire,13,2,1.390632
aleatoire,13,3,1.818838
aleatoire,13,4,2.608773
aleatoire,13,5,3.238561
aleatoire,13,6,3.978009
aleatoire,13,7,4.888891
aleatoire,13,8,5.140047
aleatoire,13,9,5.538723
aleatoire,13,10,6.023521
aleatoire,13,11,6.088592
aleatoire,13,12,6.476580
aleatoire,13,13,6.639620
aleatoire,13,14,6.673225
aleatoire,13,15,6.736317
aleatoire,13,16,6.779114
aleatoire,13,17,7.481360
aleatoire,13,18,7.503454
aleatoire,13,19,7.975345
aleatoire,13,20,8.560972
aleatoire,13,21,8.965097
aleatoire,13,22,8.987803
aleatoire,13,23,9.048243
aleatoire,13,24,9.240936
aleatoire,13,25,9.411453
aleatoire,13,26,9.581979
aleatoire,14,0,0.000000
aleatoire,14,1,0.789935
aleatoire,14,2,1.415683
aleatoire,14,3,1.708531
aleatoire,14,4,2.579115
aleatoire,14,5,3.078242
aleatoire,14,6,3.526579
aleatoire,14,7,3.792986
aleatoire,14,8,4.394189
aleatoire,14,9,4.702761
aleatoire,14,10,5.561374
aleatoire,14,11,5.702056
aleatoire,14,12,6.661858
aleatoire,14,13,7.096966
aleatoire,14,14,7.264773
aleatoire,14,15,7.687420
aleatoire,14,16,7.766625
aleatoire,14,17,7.783273
aleatoire,14,18,8.284077
aleatoire,14,19,8.491786
aleatoire,14,20,9.120617
aleatoire,14,21,9.182361
aleatoire,14,22,10.126301
aleatoire,14,23,10.148870
aleatoire,14,24,10.865056
aleatoire,14,25,10.875405
aleatoire,14,26,11.186738
aleatoire,14,27,11.415364
aleatoire,14,28,11.420967
aleatoire,14,29,11.964609
aleatoire,15,0,0.000000
aleatoire,15,1,0.600697
aleatoire,15,2,1.390632
aleatoire,15,3,2.130080
aleatoire,15,4,2.705456
aleatoire,15,5,3.133662
aleatoire,15,6,3.528321
aleatoire,15,7,3.919066
aleatoire,15,8,4.170222
aleatoire,15,9,5.127849
aleatoire,15,10,5.753596
aleatoire,15,11,5.890318
aleatoire,15,12,6.505872
aleatoire,15,13,6.602577
aleatoire,15,14,7.569335
aleatoire,15,15,7.604736
aleatoire,15,16,8.566063
aleatoire,15,17,9.070271
aleatoire,15,18,9.166417
aleatoire,15,19,9.239143
aleatoire,15,20,9.915504
aleatoire,15,21,10.632337
aleatoire,15,22,10.991899
aleatoire,15,23,11.195308
aleatoire,15,24,11.203141
aleatoire,15,25,11.312601
aleatoire,15,26,11.370632
aleatoire,15,27,11.385800
aleatoire,15,28,11.696974
aleatoire,15,29,12.326101
aleatoire,15,30,12.864356
aleatoire,16,0,0.000000
aleatoire,16,1,0.789935
aleatoire,16,2,1.415683
aleatoire,16,3,1.778308
aleatoire,16,4,2.293253
aleatoire,16,5,2.908807
aleatoire,16,6,3.509504
aleatoire,16,7,3.709469
aleatoire,16,8,4.533888
aleatoire,16,9,4.684534
aleatoire,16,10,5.647165
aleatoire,16,11,6.055728
aleatoire,16,12,6.483934
aleatoire,16,13,7.242701
aleatoire,16,14,7.972572
aleatoire,16,15,8.918464
aleatoire,16,16,9.546557
aleatoire,16,17,9.900904
aleatoire,16,18,10.039791
aleatoire,16,19,10.587813
aleatoire,16,20,11.123105
aleatoire,16,21,12.084291
aleatoire,16,22,12.213572
aleatoire,16,23,12.294415
aleatoire,16,24,12.450449
aleatoire,16,25,12.698886
aleatoire,16,26,12.756238
aleatoire,16,27,13.459232
aleatoire,16,28,13.610710
aleatoire,16,29,13.631702
aleatoire,16,30,13.934768
aleatoire,17,0,0.000000
aleatoire,17,1,0.625748
aleatoire,17,2,1.591322
aleatoire,17,3,2.203197
aleatoire,17,4,2.568371
aleatoire,17,5,3.438955
aleatoire,17,6,3.646067
aleatoire,17,7,4.058031
aleatoire,17,8,4.297350
aleatoire,17,9,5.161117
aleatoire,17,10,5.332146
aleatoire,17,11,6.197723
aleatoire,17,12,6.289185
aleatoire,17,13,6.796670
aleatoire,17,14,6.845072
aleatoire,17,15,7.445896
aleatoire,17,16,8.155678
aleatoire,17,17,9.094695
aleatoire,17,18,9.529803
aleatoire,17,19,10.062525
aleatoire,17,20,10.497564
aleatoire,17,21,11.235480
aleatoire,17,22,11.760674
aleatoire,17,23,11.928481
aleatoire,17,24,12.096258
aleatoire,17,25,12.429320
aleatoire,17,26,12.857781
aleatoire,17,27,12.919521
aleatoire,17,28,13.170866
aleatoire,18,0,0.000000
aleatoire,18,1,0.600697
aleatoire,18,2,1.012661
aleatoire,18,3,1.747598
aleatoire,18,4,2.159563
aleatoire,18,5,3.006033
aleatoire,18,6,3.416789
aleatoire,18,7,3.940128
aleatoire,18,8,4.263268
aleatoire,18,9,5.085071
aleatoire,18,10,6.044782
aleatoire,18,11,6.833191
aleatoire,18,12,7.013259
aleatoire,18,13,7.374713
aleatoire,18,14,7.604041
aleatoire,18,15,7.913824
aleatoire,18,16,8.357010
aleatoire,18,17,8.453898
aleatoire,18,18,9.083048
aleatoire,18,19,9.225679
aleatoire,18,20,9.836344
aleatoire,18,21,9.887644
aleatoire,18,22,10.416766
aleatoire,18,23,10.533511
aleatoire,18,24,11.071543
aleatoire,18,25,11.152625
aleatoire,18,26,11.304715
aleatoire,18,27,11.905556
aleatoire,18,28,12.283158
aleatoire,18,29,12.629289
aleatoire,18,30,13.589091
aleatoire,19,0,0.000000
aleatoire,19,1,0.789935
aleatoire,19,2,1.742690
aleatoire,19,3,2.613275
aleatoire,19,4,3.112402
aleatoire,19,5,3.547510
aleatoire,19,6,4.075858
aleatoire,19,7,4.684944
aleatoire,19,8,4.852751
aleatoire,19,9,4.938464
aleatoire,19,10,5.175731
aleatoire,19,11,5.668013
aleatoire,19,12,5.730228
aleatoire,19,13,5.752969
aleatoire,19,14,6.379099
aleatoire,19,15,6.934326
aleatoire,19,16,7.064014
aleatoire,19,17,7.072319
aleatoire,19,18,7.080561
aleatoire,19,19,7.149481
aleatoire,19,20,7.211225
aleatoire,19,21,7.215479
aleatoire,19,22,7.302881
aleatoire,19,23,7.420305
aleatoire,19,24,7.767963
aleatoire,19,25,7.788203
aleatoire,19,26,8.388922
aleatoire,19,27,8.817167
aleatoire,20,0,0.000000
aleatoire,20,1,0.600697
aleatoire,20,2,1.226444
aleatoire,20,3,1.717003
aleatoire,20,4,2.342751
aleatoire,20,5,2.925014
aleatoire,20,6,3.348044
aleatoire,20,7,3.776250
aleatoire,20,8,4.741824
aleatoire,20,9,5.353530
aleatoire,20,10,5.812025
aleatoire,20,11,6.777533
aleatoire,20,12,7.391490
aleatoire,20,13,7.846318
aleatoire,20,14,8.230396
aleatoire,20,15,8.597558
aleatoire,20,16,9.225986
aleatoire,20,17,9.909996
aleatoire,20,18,10.855016
aleatoire,20,19,11.092599
aleatoire,20,20,11.272431
aleatoire,20,21,11.368752
aleatoire,20,22,11.402315
aleatoire,20,23,12.317102
aleatoire,20,24,12.707893
aleatoire,20,25,12.913811
aleatoire,20,26,13.164967
aleatoire,20,27,13.577300
aleatoire,20,28,13.594999
aleatoire,20,29,13.604328
aleatoire,20,30,13.741051
aleatoire,21,0,0.000000
aleatoire,21,1,0.952755
aleatoire,21,2,1.481103
aleatoire,21,3,2.090189
aleatoire,21,4,3.042943
aleatoire,21,5,3.615228
aleatoire,21,6,3.791928
aleatoire,21,7,4.392625
aleatoire,21,8,5.014637
aleatoire,21,9,5.106214
aleatoire,21,10,5.534420
aleatoire,21,11,5.825667
aleatoire,21,12,6.393643
aleatoire,21,13,6.618771
aleatoire,21,14,6.869927
aleatoire,21,15,7.172125
aleatoire,21,16,7.468968
aleatoire,21,17,7.585539
aleatoire,21,18,8.547448
aleatoire,21,19,8.684170
aleatoire,21,20,8.795508
aleatoire,21,21,8.955245
aleatoire,21,22,9.000955
aleatoire,21,23,9.714388
aleatoire,21,24,10.057704
aleatoire,22,0,0.000000
aleatoire,22,1,0.625748
aleatoire,22,2,0.918596
aleatoire,22,3,1.708531
aleatoire,22,4,2.447978
aleatoire,22,5,2.609415
aleatoire,22,6,3.210112
aleatoire,22,7,3.536586
aleatoire,22,8,4.138723
aleatoire,22,9,4.195718
aleatoire,22,10,4.624643
aleatoire,22,11,4.876331
aleatoire,22,12,5.304607
aleatoire,22,13,5.623267
aleatoire,22,14,5.628636
aleatoire,22,15,5.631466
aleatoire,22,16,6.229006
aleatoire,22,17,6.365736
aleatoire,22,18,6.616893
aleatoire,22,19,6.765906
aleatoire,22,20,6.914678
aleatoire,22,21,7.874389
aleatoire,22,22,7.951400
aleatoire,22,23,8.377926
aleatoire,22,24,8.514649
aleatoire,22,25,9.143799
aleatoire,22,26,9.227616
aleatoire,22,27,9.476831
aleatoire,22,28,9.637978
aleatoire,22,29,9.753585
aleatoire,22,30,10.699477
aleatoire,23,0,0.000000
aleatoire,23,1,0.952755
aleatoire,23,2,1.525040
aleatoire,23,3,2.342101
aleatoire,23,4,3.012943
aleatoire,23,5,3.638691
aleatoire,23,6,3.839426
aleatoire,23,7,4.454980
aleatoire,23,8,4.913624
aleatoire,23,9,5.188120
aleatoire,23,10,5.404170
aleatoire,23,11,5.484072
aleatoire,23,12,5.547784
aleatoire,23,13,5.557808
aleatoire,23,14,5.986913
aleatoire,23,15,6.006236
aleatoire,23,16,6.257577
aleatoire,23,17,6.262751
aleatoire,23,18,6.863448
aleatoire,23,19,7.291654
aleatoire,24,0,0.000000
aleatoire,24,1,0.411965
aleatoire,24,2,0.651283
aleatoire,24,3,1.063248
aleatoire,24,4,1.667174
aleatoire,24,5,2.278237
aleatoire,24,6,3.148822
aleatoire,24,7,3.582883
aleatoire,24,8,4.452486
aleatoire,24,9,4.963252
aleatoire,24,10,5.398360
aleatoire,24,11,5.559797
aleatoire,24,12,6.521472
aleatoire,24,13,6.671839
aleatoire,24,14,6.729516
aleatoire,24,15,6.809658
aleatoire,24,16,7.062465
aleatoire,24,17,7.230272
aleatoire,24,18,7.272644
aleatoire,24,19,7.988755
aleatoire,24,20,8.589550
aleatoire,24,21,9.305682
aleatoire,24,22,9.367426
aleatoire,24,23,9.795872
aleatoire,24,24,10.107144
aleatoire,24,25,10.506599
aleatoire,24,26,10.757909
aleatoire,24,27,10.896039
aleatoire,24,28,11.012825
aleatoire,24,29,11.023471
aleatoire,24,30,11.160283
aleatoire,25,0,0.000000
aleatoire,25,1,0.625748
aleatoire,25,2,1.251495
aleatoire,25,3,1.742054
aleatoire,25,4,1.917303
aleatoire,25,5,2.882877
aleatoire,25,6,3.483574
aleatoire,25,7,4.105797
aleatoire,25,8,4.362621
aleatoire,25,9,4.456410
aleatoire,25,10,4.711932
aleatoire,25,11,5.582229
aleatoire,25,12,6.211849
aleatoire,25,13,6.353027
aleatoire,25,14,6.372010
aleatoire,25,15,6.903833
aleatoire,25,16,7.145644
aleatoire,25,17,7.425902
aleatoire,25,18,7.579771
aleatoire,25,19,7.617924
aleatoire,25,20,7.638047
aleatoire,25,21,8.597758
aleatoire,25,22,8.714544
aleatoire,25,23,9.226096
aleatoire,25,24,9.855245
aleatoire,25,25,10.801137
aleatoire,25,26,10.809894
aleatoire,25,27,10.820541
aleatoire,25,28,11.368564
aleatoire,25,29,12.084771
aleatoire,26,0,0.000000
aleatoire,26,1,0.600697
aleatoire,26,2,1.226444
aleatoire,26,3,1.519292
aleatoire,26,4,2.309227
aleatoire,26,5,2.737433
aleatoire,26,6,3.100058
aleatoire,26,7,3.615003
aleatoire,26,8,4.439422
aleatoire,26,9,4.845648
aleatoire,26,10,5.096804
aleatoire,26,11,5.259265
aleatoire,26,12,5.680362
aleatoire,26,13,6.224584
aleatoire,26,14,6.621425
aleatoire,26,15,6.680959
aleatoire,26,16,7.152849
aleatoire,26,17,7.401957
aleatoire,26,18,7.748088
aleatoire,26,19,8.596776
aleatoire,26,20,8.762844
aleatoire,26,21,9.175722
aleatoire,26,22,9.672992
aleatoire,26,23,9.979907
aleatoire,27,0,0.000000
aleatoire,27,1,0.411965
aleatoire,27,2,1.023028
aleatoire,27,3,1.988279
aleatoire,27,4,2.400243
aleatoire,27,5,3.011307
aleatoire,27,6,3.285684
aleatoire,27,7,4.156269
aleatoire,27,8,4.667840
aleatoire,27,9,5.212062
aleatoire,27,10,5.747325
aleatoire,27,11,6.352318
aleatoire,27,12,6.599659
aleatoire,27,13,7.462921
aleatoire,27,14,7.764857
aleatoire,27,15,8.394006
aleatoire,27,16,8.560967
aleatoire,27,17,8.660987
aleatoire,27,18,9.290071
aleatoire,27,19,10.235535
aleatoire,27,20,10.773567
aleatoire,27,21,11.675100
aleatoire,27,22,11.727006
aleatoire,27,23,12.157882
aleatoire,27,24,12.191271
aleatoire,27,25,12.626198
aleatoire,27,26,12.643805
aleatoire,27,27,12.895115
aleatoire,27,28,13.062843
aleatoire,27,29,13.610858
aleatoire,27,30,13.639983
aleatoire,28,0,0.000000
aleatoire,28,1,0.625748
aleatoire,28,2,1.251495
aleatoire,28,3,1.742054
aleatoire,28,4,2.034902
aleatoire,28,5,2.617165
aleatoire,28,6,3.487750
aleatoire,28,7,3.958788
aleatoire,28,8,4.407125
aleatoire,28,9,4.673531
aleatoire,28,10,5.492130
aleatoire,28,11,6.121543
aleatoire,28,12,6.991092
aleatoire,28,13,7.502663
aleatoire,28,14,8.037723
aleatoire,28,15,8.380760
aleatoire,28,16,8.814758
aleatoire,28,17,8.952599
aleatoire,28,18,9.023937
aleatoire,28,19,9.740152
aleatoire,28,20,9.907826
aleatoire,28,21,9.969520
aleatoire,28,22,10.368993
aleatoire,28,23,10.951383
aleatoire,28,24,11.024716
aleatoire,28,25,11.166475
aleatoire,28,26,12.069837
aleatoire,28,27,12.101715
aleatoire,28,28,12.631164
aleatoire,28,29,12.824077
aleatoire,28,30,12.927665
aleatoire,29,0,0.000000
aleatoire,29,1,0.600697
aleatoire,29,2,1.012661
aleatoire,29,3,1.623725
aleatoire,29,4,2.229350
aleatoire,29,5,2.641315
aleatoire,29,6,2.880634
aleatoire,29,7,2.988163
aleatoire,29,8,3.948772
aleatoire,29,9,4.552698
aleatoire,29,10,4.980903
aleatoire,29,11,5.848513
aleatoire,29,12,6.560894
aleatoire,29,13,6.992830
aleatoire,29,14,7.405404
aleatoire,29,15,7.571845
aleatoire,29,16,7.692991
aleatoire,29,17,8.653834
aleatoire,29,18,9.282660
aleatoire,29,19,9.586479
aleatoire,29,20,10.552031
aleatoire,29,21,10.803187
aleatoire,29,22,10.864691
aleatoire,29,23,11.548328
aleatoire,29,24,12.429853
aleatoire,29,25,12.970764
aleatoire,29,26,13.022199
aleatoire,29,27,13.369180
aleatoire,29,28,13.505902
aleatoire,29,29,13.722597
aleatoire,29,30,13.737682
aleatoire,30,0,0.000000
aleatoire,30,1,0.411965
aleatoire,30,2,1.023028
aleatoire,30,3,1.628654
aleatoire,30,4,2.065932
aleatoire,30,5,2.127983
aleatoire,30,6,2.539947
aleatoire,30,7,3.386417
aleatoire,30,8,3.639484
aleatoire,30,9,4.050240
aleatoire,30,10,4.920825
aleatoire,30,11,5.243964
aleatoire,30,12,5.408679
aleatoire,30,13,5.837135
aleatoire,30,14,6.443996
aleatoire,30,15,6.883679
aleatoire,30,16,7.658920
aleatoire,30,17,7.669106
aleatoire,30,18,8.198588
aleatoire,30,19,8.585185
aleatoire,30,20,9.020294
aleatoire,30,21,9.271501
aleatoire,30,22,9.408253
aleatoire,30,23,9.468259
